roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2017,15,Matthew,Gandier,Junior,Midfielder,6'3,180,Hastings,MN,,Hastings,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5664,N,
2016,16,Matthew,Glass,Freshman,Midfielder,6'1,165,Sacramento,CA,Jesuit,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2016-17/bios/glass_matt_6ex7,Y,
2017,16,Matthew,Glass,Sophomore,Midfielder,6'1,165,Sacramento,CA,Jesuit,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2017-18/bios/glass_matthew_ffb0,Y,
2018,16,Matthew,Glass,Junior,Midfielder,6'1,165,Sacramento,CA,Jesuit,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2018-19/bios/glass_matthew_zomr,N,
2015,31,Matthew,Glick,Freshman,Defender,5'11,155,Santa Monica,CA,Harvard Westlake,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=7012,,
2016,31,Matthew,Glick,Sophomore,Defender,5'11,165,Santa Monica,CA,Harvard Westlake,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=7861,,
2017,31,Matthew,Glick,Junior,Defender,5'11,165,Santa Monica,CA,Harvard Westlake,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=8648,,
2018,31,Matthew,Glick,Senior,Defender,5'11,165,Santa Monica,CA,Harvard Westlake,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=9175,N,
2014,6,Matthew,Ledder,Freshman,Midfielder,5'8,143,Falls Church,VA,Gonzaga,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4281,,
2015,6,Matthew,Ledder,Sophomore,Midfielder,5'8,143,Falls Church,VA,Gonzaga,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4257,N,
2016,11,Matthew,Ledder,Junior,Midfielder,5'9,156,Falls Church,VA,Gonzaga,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4236,Y,
2017,7,Matthew,Ledder,Senior,Midfielder,5'9,156,Falls Church,VA,Gonzaga,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4204,N,
2018,7,Matthew,Ledder,Graduate,Midfielder,5'9,156,Falls Church,VA,Gonzaga,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=8680,Y,
2014,30,Matthew,Mangini,Freshman,Midfielder,6'0,170,Warren,NJ,Pingry,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9764,N,
2015,30,Matthew,Mangini,Sophomore,Midfielder,6'0,170,Warren,NJ,Pingry,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9815,N,
2016,22,Matthew,Mangini,Junior,Midfielder,6'0,175,Warren,NJ,Pingry,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=10436,Y,
2017,22,Matthew,Mangini,Senior,Midfielder,6'0,175,Warren,NJ,Pingry,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=11673,Y,
2017,27,Matthew,Massaad,Freshman,Forward,6'2,180,La Jolla,CA,The Bishop's School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g,,
2018,27,Matthew,Massaad,Sophomore,Forward,6'2,180,La Jolla,CA,The Bishop's School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4,,
2017,17,Matthew,McGovern,Freshman,Defender,6'3,180,Congers,NY,Don Bosco Prepratory School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=10854&path=msoc,N,
2018,4,Matthew,McGovern,Sophomore,Defender,6'2,178,Congers,NY,Don Bosco Prepratory School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=13196&path=msoc,N,
2015,16,Matthew,McLaughlin,Freshman,Defender,6'0,173,Edmond,OK,Heritage Hall,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2516,,
2006,19,Matthew,McNeil,Freshman,Defender,6'1,160,Phoenixville,PA,,Owen J. Roberts,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=3155,N,
2007,10,Matthew,McNeil,Sophomore,Defender,6'1,160,Phoenixville,PA,,Owen J. Roberts,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4205,Y,
2008,10,Matthew,McNeil,Junior,Defender,6'1,160,Phoenixville,PA,,Owen J. Roberts,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4874,Y,
2016,21,Matthew,Peralta,Freshman,Defender,5'9,,Weston,FL,,Cypress Bay,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11638,N,
2017,21,Matthew,Peralta,Sophomore,Defender,5'9,,Weston,FL,,Cypress Bay,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12541,N,
2018,21,Matthew,Peralta,Junior,Defender,5'9,,Weston,FL,,Cypress Bay,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13058,N,
2018,25,Matthew,Radzihovsky,Junior,Midfielder,5'10,174,Boulder,CO,Boulder High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=15668,N,
2017,17,Matthew,Ranieri,Freshman,Defender,5'11,155,Natick,MA,Noble and Greenough School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=11252,N,
2018,3,Matthew,Ranieri,Sophomore,Defender,5'11,155,Natick,MA,Noble and Greenough School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=15774,N,
2015,1,Matthew,Reynolds,Freshman,Goalkeeper,6'3,185,Atlanta,GA,Woodward Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4263,,
2016,1,Matthew,Reynolds,Freshman,Goalkeeper,6'3,190,Atlanta,GA,Woodward Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4641,N,
2017,1,Matthew,Reynolds,Sophomore,Goalkeeper,6'3,190,Atlanta,GA,Woodward Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5188,Y,
2018,1,Matthew,Reynolds,Senior,Goalkeeper,6'3,197,Atlanta,GA,Woodward Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5625,,
2018,1,Matthew,Reynolds,Senior,Goalkeeper,6'3,197,Atlanta,GA,Woodward Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5625,,
2007,20,Matthew,Shea,Freshman,Midfielder,5'11,165,Boston,MA,Hanover,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3264,Y,
2008,20,Matthew,Shea,Sophomore,Midfielder,5'11,165,Boston,MA,Hanover,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3234,Y,
2009,20,Matthew,Shea,Junior,Back,5'11,165,Boston,MA,Hanover,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3205,Y,
2010,20,Matthew,Shea,Senior,Back,5'11,165,Boston,MA,Hanover,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3177,N,
2012,13,Matthew,Shinsky,Freshman,Defender,5'7,150,Towson,MD,McDonogh,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6290,,
2013,13,Matthew,Shinsky,Sophomore,Defender,5'7,150,Towson,MD,McDonogh,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6805,,
2014,13,Matthew,Shinsky,Junior,Defender,5'7,150,Towson,MD,McDonogh,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7190,,
2015,13,Matthew,Shinsky,Senior,Defender,5'7,150,Towson,MD,McDonogh,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7675,,
2016,16,Matthew,Swain,Freshman,Midfielder,5'11,165,New York,NY,Trinity School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=8000,,
2017,11,Matthew,Swain,Sophomore,Midfielder,5'11,,New York,NY,Trinity School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=8255,,
2018,11,Matthew,Swain,Junior,Midfielder,5'11,,New York,NY,Trinity School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=10345,N,
2006,5,Matthew,Thomas,Freshman,Defender,6'0,180,Langhorne,PA,Germantown Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=511684&DB_OEM_ID=4200&Q_SEASON=2006,,
2007,5,Matthew,Thomas,Sophomore,Defender,6'0,180,Langhorne,PA,Germantown Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=511684&DB_OEM_ID=4200&Q_SEASON=2007,,
2008,5,Matthew,Thomas,Junior,Defender,6'0,180,Langhorne,PA,Germantown Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=511684&DB_OEM_ID=4200&Q_SEASON=2008,N,
2009,5,Matthew,Thomas,Senior,Defender,6'0,180,Langhorne,PA,Germantown Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=511684&DB_OEM_ID=4200&Q_SEASON=2009,Y,
2010,5,Matthew,Thomas,Graduate,Defender,6'0,180,Langhorne,PA,Germantown Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=511684&DB_OEM_ID=4200&Q_SEASON=2010,Y,
2012,31,Matthew,Tran,Freshman,Defender,5'7,160,Augusta,GA,Lakeside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3144,,
2013,31,Matthew,Tran,Freshman,Defender,5'7,160,Augusta,GA,Lakeside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3434,N,
2014,31,Matthew,Tran,Junior,Defender,5'7,160,Augusta,GA,Lakeside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3846,N,
2015,31,Matthew,Tran,Senior,Defender,5'7,160,Augusta,GA,Lakeside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4261,N,
2015,4,Matthew,Ward,Freshman,Forward,5'11,175,Athens,GA,Clarke Central High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4264,N,
2016,4,Matthew,Ward,Sophomore,Forward,5'11,175,Athens,GA,Clarke Central High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4647,N,
2017,18,Matthias,Frick,Freshman,Defender,6'2,195,Feldkirch,Austria,Collegium Bernardi High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211631896&DB_OEM_ID=4200&Q_SEASON=2017,Y,
2018,18,Matthias,Frick,Sophomore,Defender,6'2,195,Feldkirch,Austria,Collegium Bernardi High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211631896&DB_OEM_ID=4200&Q_SEASON=2018,Y,
2013,5,Matthias,Pecoraro,Freshman,Forward,5'6,153,Silver Spring,MD,St. Anselm's Abbey School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5371,N,
2014,5,Matthias,Pecoraro,Sophomore,Forward,5'6,156,Silver Spring,MD,St. Anselm's Abbey School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5342,N,
2015,5,Matthias,Pecoraro,Junior,Forward,5'6,160,Silver Spring,MD,St. Anselm's Abbey School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5311,N,
2016,5,Matthias,Pecoraro,Senior,Forward,5'6,160,Silver Spring,MD,St. Anselm's Abbey School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5279,,
2016,17,Mattias,Tomasino,Freshman,Defender,5'10,165,Miami,FL,Christopher Columbus High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4773&path=msoc,Y,
2017,17,Mattias,Tomasino,Sophomore,Midfielder,5'10,165,Miami,FL,Christopher Columbus High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=5433&path=msoc,Y,
2018,17,Mattias,Tomasino,Junior,Midfielder,5'10,165,Miami,FL,Christopher Columbus High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=8114&path=msoc,Y,
2017,0,Maurice,Coyle,Junior,Goalkeeper,,180,New Hope,PA,Berkshire School,Elon,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4197,,
