roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2012,7,Michael,Innocenzi,Sophomore,Forward,6'1,185,Franklin Lakes,NJ,Delbarton School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2012-13/Bios/innocenzi_michael_bazh,N,
2013,7,Michael,Innocenzi,Junior,Forward,6'1,185,Franklin Lakes,NJ,Delbarton School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2013-14/bios/innocenzi_michael_vccv,,
2014,7,Michael,Innocenzi,Junior,Forward,6'1,185,Franklin Lakes,NJ,Delbarton School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2014-15/bios/innocenzi_michael_twqo,,
2015,7,Michael,Innocenzi,Senior,Forward,6'1,185,Franklin Lakes,NJ,Delbarton School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2015-16/bios/innocenzi_michael_8ecx,N,
2010,11,Michael,Johansson,Freshman,Midfielder,5'9,168,Vallentuna,Sweden,Vallentuna BK,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=7674,N,
2009,20,Michael,Kim,Freshman,Midfielder,5'6,155,Gardena,CA,Bishop Montgomery High School,USMAPS,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3003&path=msoc,Y,
2010,10,Michael,Kim,Sophomore,Midfielder,5'6,155,Gardena,CA,Bishop Montgomery High School,USMAPS,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2974&path=msoc,Y,
2011,10,Michael,Kim,Junior,Midfielder,5'6,157,Gardena,CA,Bishop Montgomery High School,USMAPS,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2947&path=msoc,N,
2012,10,Michael,Kim,Senior,Midfielder,5'6,155,Gardena,CA,Bishop Montgomery High School,USMAPS,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2920&path=msoc,Y,
2012,5,Michael,King,Freshman,Defender,6'2,138,Spring,TX,Klein Oak,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2597,,
2013,5,Michael,King,Sophomore,Defender,6'2,138,Spring,TX,Klein Oak,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2569,,
2014,5,Michael,King,Junior,Defender,6'2,138,Spring,TX,Klein Oak,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2536,,
2015,5,Michael,King,Junior,Defender,6'2,165,Spring,TX,Klein Oak,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2506,N,
2016,5,Michael,King,Senior,Defender,6'2,165,Spring,TX,Klein Oak,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4256,Y,
2012,,Michael,Klain,Freshman,Midfielder,6'1,170,Chevy Chase,MD,Georgetown Day,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2012-13/Bios/klain_michael,,
2013,5,Michael,Klain,Sophomore,Midfielder,6'1,170,Chevy Chase,MD,Georgetown Day,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2013-14/bios/klain_michael_f7lh,Y,
2014,5,Michael,Klain,Junior,Midfielder,6'1,170,Chevy Chase,MD,Georgetown Day,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2014-15/bios/klain_michael_ekho,Y,
2015,3,Michael,Klain,Senior,Midfielder,6'1,170,Chevy Chase,MD,Georgetown Day,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2015-16/bios/klain_michael_z4ps,Y,
2009,26,Michael,Knapp,Sophomore,Defender,,155,Arlington,TX,,Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4973,N,
2010,7,Michael,Knapp,Junior,Defender,6'1,170,Arlington,TX,,Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4943,N,
2011,7,Michael,Knapp,Senior,Defender,6'1,170,Arlington,TX,,Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4915,Y,
2009,17,Michael,Kozak,Freshman,Midfielder,5'9,,Hershey,PA,Hershey,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=7229,,
2010,17,Michael,Kozak,Sophomore,Midfielder,5'9,,Hershey,PA,Hershey,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=8685,N,
2018,26,Michael,Lantry,Freshman,Defender,6'1,179,Syracuse,NY,Westhill,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=15578,N,
2006,30,Michael,Lawless,Freshman,Goalkeeper,6'1,197,East Aurora,NY,St. Francis,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=3021,,
2007,30,Michael,Lawless,Sophomore,Goalkeeper,6'1,197,East Aurora,NY,St. Francis,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2995,,
2008,30,Michael,Lawless,Junior,Goalkeeper,6'1,197,East Aurora,NY,St. Francis,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2967,,
2009,30,Michael,Lawless,Senior,Goalkeeper,6'1,197,East Aurora,NY,St. Francis,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2939,,
2007,15,Michael,Leach,Freshman,Forward,5'10,170,Camp Hill,PA,Camp Hill High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3061&path=msoc,N,
2008,14,Michael,Leach,Sophomore,Forward,5'10,170,Camp Hill,PA,Camp Hill High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3034&path=msoc,N,
2009,14,Michael,Leach,Junior,Forward,5'10,170,Camp Hill,PA,Camp Hill High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3007&path=msoc,N,
2010,14,Michael,Leach,Senior,Forward,5'10,170,Camp Hill,PA,Camp Hill High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2977&path=msoc,N,
2011,18,Michael,Lemonick,Freshman,Defender,6'1,190,Wynnewood,PA,Lower Merion,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5439,N,
2012,18,Michael,Lemonick,Sophomore,Defender,,190,Wynnewood,PA,Lower Merion,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5412,N,
2009,0,Michael,Lisch,Freshman,Goalkeeper,6'4,172,Austin,TX,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2515,,
2010,0,Michael,Lisch,Sophomore,Goalkeeper,6'4,175,Austin,TX,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2479,,
2011,1,Michael,Lisch,Junior,Goalkeeper,6'4,175,Austin,TX,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2453,,
2012,4,Michael,Manta,Freshman,Back,6'2,,Downingtown,PA,,Malvern Prep,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4042,Y,
2013,21,Michael,Manta,Sophomore,Defender,6'2,180,Downingtown,PA,Malvern Prep,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2500,N,
2014,12,Michael,Manta,Junior,Defender,6'2,180,Downingtown,PA,Malvern Prep,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2474,N,
2015,12,Michael,Manta,Senior,Defender,6'2,180,Downingtown,PA,Malvern Prep,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2450,N,
2018,13,Michael,Neacsu,,,5'7,155,Snellville,GA,Brookwood High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=7683,N,
2013,1,Michael,Nelson,Freshman,Goalkeeper,6'3,160,Katy,TX,Seven Lakes,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2574,,
2014,1,Michael,Nelson,Freshman,Goalkeeper,6'3,160,Katy,TX,Seven Lakes,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2532,,All-Rookie Team
2014,1,Michael,Nelson,Freshman,Goalkeeper,6'3,160,Katy,TX,Seven Lakes,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2532,,First Team
2015,1,Michael,Nelson,Sophomore,Goalkeeper,6'4,180,Katy,TX,Seven Lakes,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2502,Y,First Team
2016,1,Michael,Nelson,Junior,Goalkeeper,6'4,180,Katy,TX,Seven Lakes,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4259,Y,
2017,1,Michael,Nelson,Senior,Goalkeeper,6'4,180,Katy,TX,Seven Lakes,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4808,Y,First Team
2009,31,Michael,Nerud,Freshman,Goalkeeper,6'5,182,Germantown,MD,Northwest,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2361,,
2017,18,Michael,Osei Wusu,Freshman,Defender,6'2,170,Bowie,MD,DeMatha Catholic High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=12863,Y,
2018,18,Michael,Osei Wusu,Sophomore,Defender,6'2,170,Bowie,MD,DeMatha Catholic High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=14771,N,
2012,26,Michael,Parker,Freshman,Defender,,176,Owings,MD,DeMatha Catholic High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5420,N,
2013,25,Michael,Parker,Sophomore,Defender,6'1,190,Owings,MD,DeMatha Catholic High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5389,N,
2014,25,Michael,Parker,Junior,Defender,6'1,181,Owings,MD,DeMatha Catholic High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5361,Y,
2015,25,Michael,Parker,Senior,Defender,6'1,185,Owings,MD,DeMatha Catholic High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5330,Y,
2018,20,Michael,Pavick,Freshman,Forward,6'2,200,Clifton,NJ,Seton Hall Prep,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=4509,N,
2010,21,Michael,Radecke,Freshman,Defender,5'9,160,Buffalo,NY,St. Joe's Collegiate,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2010-11/bios/valko_maros_ono6,,
2009,7,Michael,Rakoczy,Freshman,Midfielder,5'8,162,Cincinnati,OH,Finneytown High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5494,Y,
2010,7,Michael,Rakoczy,Sophomore,Midfielder,5'8,158,Cincinnati,OH,Finneytown High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5456,Y,Second Team
2017,0,Michael,Reis,Freshman,Goalkeeper,6'2,180,Claremont,CA,Claremont High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211630684&DB_OEM_ID=4200&Q_SEASON=2017,,
2018,0,Michael,Reis,Sophomore,Goalkeeper,6'2,180,Claremont,CA,Claremont High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211630684&DB_OEM_ID=4200&Q_SEASON=2018,N,
2008,33,Michael,Roberts,Sophomore,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/mtt/baker_ryan00.html,N,
2009,33,Michael,Roberts,Sophomore,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,Y,
2010,33,Michael,Roberts,Junior,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,
2011,33,Michael,Roberts,Senior,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,N,
2008,27,Michael,Rose,Freshman,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=5015,,
2009,23,Michael,Rose,Sophomore,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4987,N,
2010,23,Michael,Rose,Junior,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4958,Y,
2011,23,Michael,Rose,Senior,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4930,N,
2012,23,Michael,Rose,Senior,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4899,,
2018,,Michael,Scully,,,5'10,165,Ashburn,VA,Stone Bridge,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=7677,N,
2010,28,Michael,Sheinfeld,Freshman,Goalkeeper,5'9,165,Dallas,TX,Greenhill School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,,
2011,28,Michael,Sheinfeld,Sophomore,Goalkeeper,5'9,165,Dallas,TX,Greenhill School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,,
2012,29,Michael,Shipp,Freshman,Midfielder,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4901,,
2013,16,Michael,Shipp,Sophomore,Defender,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4872,N,
2014,16,Michael,Shipp,Junior,Defender,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4843,N,
2015,16,Michael,Shipp,Senior,Defender,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4805,Y,
2016,16,Michael,Shipp,Senior,Defender,5'11,153,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4777,Y,
2018,25,Michael,Singgih,Sophomore,Forward,6'1,180,Jakarta,Indonesia,Trent College (U.K.),,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2018-19/bios/mino_john_j69w,,
2014,19,Michael,Sorin,Freshman,Midfielder,5'10,160,Milburn,NJ,Milburn,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=6287,N,
2015,19,Michael,Sorin,Sophomore,Midfielder,5'10,160,Milburn,NJ,Milburn,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=7004,,
2018,10,Michael,Tahiru,Freshman,Forward,5'8,,Accra,Ghana,,Hebron Academy (Maine),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13070,Y,
2011,4,Michael,Teiman,Freshman,Back,6'1,160,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3926&path=msoc,Y,Rookie Team
2012,4,Michael,Teiman,Sophomore,Back,6'1,160,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=2074&path=msoc,Y,
2013,4,Michael,Teiman,Junior,Midfielder,6'1,160,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3272&path=msoc,Y,
2014,4,Michael,Teiman,Senior,Back,6'1,170,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=1205&path=msoc,Y,Second Team
2007,8,Michael,Thomas,Sophomore,Midfielder,5'10,175,Olathe,KS,St. Thomas Aquinas,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=5051,Y,
2008,8,Michael,Thomas,Junior,Midfielder,5'10,175,Olathe,KS,St. Thomas Aquinas,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=5021,Y,
2009,8,Michael,Thomas,Senior,Midfielder,5'10,190,Olathe,KS,St. Thomas Aquinas,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4992,Y,
2011,25,Michael,Thompson,Freshman,Goalkeeper,6'0,185,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215619&DB_OEM_ID=33100&Q_SEASON=2011,Y,
2012,25,Michael,Thompson,Sophomore,Goalkeeper,6'0,210,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215666&DB_OEM_ID=33100&Q_SEASON=2012,N,
2013,1,Michael,Thompson,Junior,Goalkeeper,6'0,183,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215802&DB_OEM_ID=33100&Q_SEASON=2013,N,
2014,1,Michael,Thompson,Senior,Goalkeeper,6'0,183,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215719&DB_OEM_ID=33100&Q_SEASON=2014,N,
2012,2,Michael,Thrasher,Junior,Midfielder,5'11,170,Birmingham,AL,Oak Mountain High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3486,,
2013,13,Michael,Thrasher,Senior,Midfielder,5'11,170,Birmingham,AL,Oak Mountain High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3471,,
2009,16,Michael,Uyehara,Freshman,Forward,5'8,155,Agoura Hills,CA,Agoura High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5501,Y,
2007,25,Michael,Vint,Freshman,Forward,6'2,190,Gig Harbor,WA,Gig Harbor,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3070&path=msoc,,
2008,17,Michael,Vint,Sophomore,Forward,6'2,190,Gig Harbor,WA,Gig Harbor,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3041&path=msoc,Y,
2009,22,Michael,Walbridge,Freshman,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2602&path=msoc,,
2010,22,Michael,Walbridge,Freshman,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2576&path=msoc,N,
2011,22,Michael,Walbridge,Sophomore,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2551&path=msoc,N,
2012,22,Michael,Walbridge,Senior,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2528&path=msoc,N,
2009,0,Michal,Fiuk,Freshman,Goalkeeper,6'4,210,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2999&path=msoc,,
2010,0,Michal,Fiuk,Sophomore,Goalkeeper,6'4,210,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2970&path=msoc,N,
2011,0,Michal,Fiuk,Junior,Goalkeeper,6'4,203,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2937&path=msoc,,
2012,0,Michal,Fiuk,Senior,Goalkeeper,6'4,210,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2910&path=msoc,,
2012,14,Michel,Comitis,Freshman,Midfielder,5'9,150,Capetown,South Africa,Bishops Diocesan College,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3367,N,
2013,10,Michel,Comitis,Sophomore,Midfielder,5'9,150,Capetown,South Africa,Bishops Diocesan College,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3392,N,
2012,18,Mick,Maley,Freshman,Defender,5'9,140,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2524&path=msoc,,
2013,18,Mick,Maley,Sophomore,Defender,5'9,140,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2499&path=msoc,N,
2014,18,Mick,Maley,Junior,Defender,5'9,140,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2472&path=msoc,N,
2015,18,Mick,Maley,Senior,Defender,5'9,155,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4380&path=msoc,N,
2007,14,Mick,Samaroo,Sophomore,Defender,5'8,158,Edison,NJ,John P. Stevens,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2385,,
2015,9,Miguel,Polley,Sophomore,Midfielder,5'6,150,West Bloomfield,MI,Waterford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2454,Y,
2016,9,Miguel,Polley,Junior,Midfielder,5'6,150,West Bloomfield,MI,Waterford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2432,Y,
2017,9,Miguel,Polley,Senior,Midfielder,5'6,150,West Bloomfield,MI,Waterford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2406,,
2016,9,Miguel,Yuste,Freshman,Midfielder,5'8,146,Valladolid,Spain,Northfield Mount Hermon,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2016-17/bios/schipper_kees_gk12,N,
2017,9,Miguel,Yuste,Sophomore,Midfielder,5'8,146,Valladolid,Spain,Northfield Mount Hermon,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g,N,
2018,9,Miguel,Yuste,Junior,Midfielder,5'8,146,Valladolid,Spain,Northfield Mount Hermon,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4,Y,
2016,15,Miguel,Yzaga,Freshman,Midfielder,5'9,150,Lima,Peru,Santa Maria Marianistas,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211063739&DB_OEM_ID=4200&Q_SEASON=2016,,
2017,15,Miguel,Yzaga,Sophomore,Midfielder,5'9,150,Lima,Peru,Santa Maria Marianistas,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211063739&DB_OEM_ID=4200&Q_SEASON=2017,,
2018,15,Miguel,Yzaga,Junior,Midfielder,5'9,150,Lima,Peru,Santa Maria Marianistas,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211063739&DB_OEM_ID=4200&Q_SEASON=2018,N,
2017,0,Miha,Miskovic,Freshman,Goalkeeper,6'3,200,Zemun,Serbia,Ridgewood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=5575&path=msoc,N,
2018,1,Miha,Miskovic,Sophomore,Goalkeeper,6'3,200,Zemun,Serbia,Ridgewood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=8105&path=msoc,Y,
2011,2,Mike,Abraham,Freshman,Midfielder,5'9,152,Scarsdale,NY,Scarsdale,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5633,N,
2012,2,Mike,Abraham,Sophomore,Midfielder,5'9,152,Scarsdale,NY,Scarsdale,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6247,,
2013,2,Mike,Abraham,Junior,Midfielder,5'9,152,Scarsdale,NY,Scarsdale,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6772,,
2013,0,Mike,Barr,Freshman,Goalkeeper,,164,Pennington,NJ,Hopewell Valley Central,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2488,,
2009,16,Mike,Deasel,Junior,Midfielder,5'9,173,Kingsville,MD,Loyola Blakefield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2344,Y,
2010,16,Mike,Deasel,Senior,Midfielder,5'9,173,Kingsville,MD,Loyola Blakefield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2325,Y,
2011,24,Mike,DeSantis,Freshman,Goalkeeper,6'1,,Wilton,CT,Wilton,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2204,,
2012,24,Mike,DeSantis,Sophomore,Goalkeeper,6'1,,Wilton,CT,Wilton,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2227,,
2009,14,Mike,Garzi,Freshman,Midfielder,5'7,,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=2436,Y,
2010,14,Mike,Garzi,Sophomore,Midfielder,5'7,140,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3213,Y,
2011,14,Mike,Garzi,Junior,Midfielder,5'7,140,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3798,Y,
2012,14,Mike,Garzi,Senior,Midfielder,5'7,140,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=4755,Y,Second Team
2007,13,Mike,Gill,Sophomore,Defender,5'10,163,Baltimore,MD,Calvert Hall College High School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2374,N,
2008,11,Mike,Kennedy,Freshman,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5473,Y,Third Team
2008,11,Mike,Kennedy,Freshman,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5473,Y,Rookie Team
2009,13,Mike,Kennedy,Sophomore,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=54,Y,Third Team
2010,13,Mike,Kennedy,Junior,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=579,Y,Second Team
2011,13,Mike,Kennedy,Senior,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1555,Y,Third Team
2013,21,Mike,Koegel,Freshman,Midfielder,5'10,175,Kirkville,NY,Chittenango High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=10287,N,
