id,Roster_Year,Player_Number,First_Name,Last_Name,Year,Position1,Position2,Position3,Height,Weight,Home_Town,State_or_Country,High_School,Alternative_School,College,College_League,Bio_Link
901,2017,0,Erik,Hanson,Graduate,Goalkeeper,,,6'4,200,Mechanicsburg,PA,Brown University,Brown University,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211631993&DB_OEM_ID=4200&Q_SEASON=2017
939,2012,22,Andrew,Powell,Senior,Defender,,,6'1,175,Charlton,MA,Bucknell University,Bucknell University,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2444
1135,2018,9,Daniele,Proch,Junior,Midfielder,,,5'7,150,Riva Del Garda,Italy,Catawba College,Catawba College,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211630682&DB_OEM_ID=4200&Q_SEASON=2018
1136,2017,9,Daniele,Proch,Sophomore,Midfielder,,,5'7,150,Riva Del Garda,Italy,Catawba College,Catawba College,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211630682&DB_OEM_ID=4200&Q_SEASON=2017
5784,2011,13,Ali,Famili,Freshman,Midfielder,Back,,6'0,,Orefield,PA,Parkland High School,Parkland High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=1650
5785,2018,2,Heidar,Aegisson,Junior,Midfielder,Back,,5'9,160,Gardabaer,Iceland,FC Stjarnan (ICE),FC Stjarnan (ICE),Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10314
5786,2018,23,Joshua,Forbes,Senior,Midfielder,Back,,5'9,163,Bochum,Germany,VFL Bochum,VFL Bochum,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10320
5787,2018,16,Tyshawn,Rose,Freshman,Midfielder,Back,,6'0,155,East Hartford,CT,FSA,FSA,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10339
5788,2018,24,Ian,Buehler,Sophomore,Midfielder,Back,,6'1,185,Mill Valley,CA,Marin FC,Marin FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10342
5789,2017,2,Heidar,Aegisson,Sophomore,Midfielder,Back,,5'9,160,Gardabaer,Iceland,FC Stjarnan (ICE),FC Stjarnan (ICE),Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9597
5790,2017,23,Joshua,Forbes,Junior,Midfielder,Back,,5'9,163,Bochum,Germany,VFL Bochum,VFL Bochum,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9584
5791,2017,24,Ian,Buehler,Freshman,Midfielder,Back,,6'1,185,Mill Valley,CA,Marin FC,Marin FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9599
5792,2017,27,Mohammed,Moro,Senior,Midfielder,Back,,5'9,145,Lakeville,CT,The Hotchkiss School,The Hotchkiss School,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9589
5793,2009,11,Daniel,Odenwelder,Sophomore,Midfielder,Defender,,6'2,,Pen Argyl,PA,Moravian Academy,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5533
5795,2011,26,Drew,Brown,Freshman,Midfielder,Defender,,6'0,148,Charlotte,NC,South Mecklenburg,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1978
5796,2014,16,Kevin,Klinkenberg,Freshman,Midfielder,Defender,,5'10,,Barrington,IL,Saint Viator,Saint Viator,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9923
5797,2014,24,John,Marc Charpentier,Freshman,Midfielder,Defender,,6'2,,Silver Spring,MD,Albert Einstein,Albert Einstein,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9925
5799,2014,27,Mohammed,Moro,Freshman,Midfielder,Defender,,5'9,145,Lakeville,CT,The Hotchkiss School,The Hotchkiss School,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2812
5800,2014,25,Tatsu,Otani,Freshman,Midfielder,Defender,,6'0,,San Jose,CA,Lynbrook,Lynbrook,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9926
5801,2014,20,David,Zipkin,Freshman,Midfielder,Defender,,6'1,,Berwyn,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9924
5802,2014,13,Ali,Famili,Senior,Midfielder,Defender,,6'0,,Orefield,PA,Parkland High School,Parkland High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9905
5803,2014,3,Jack,Miskel,Freshman,Midfielder,Defender,,5'10,,Ft. Lauderdale,FL,Saint Thomas Aquinas,Saint Thomas Aquinas,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9920
5804,2015,18,Kyle,Chin,Senior,Midfielder,Defender,,5'11,,Irvine,CA,Mater Dei High School,Mater Dei High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10728
5806,2015,10,Gianfranco,Giammatteo,Junior,Midfielder,Defender,,5'10,,Summit,NJ,St. Benedict's Prep,St. Benedict's Prep,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10731
5807,2015,5,Brian,Vail,Senior,Midfielder,Defender,,6'0,,Laguna Beach,CA,St. Margaret's Episcopal School,St. Margaret's Episcopal School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10742
5808,2015,16,Kevin,Klinkenberg,Sophomore,Midfielder,Defender,,5'10,,Barrington,IL,Saint Viator,Saint Viator,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10735
5809,2015,24,John,Marc Charpentier,Sophomore,Midfielder,Defender,,6'2,,Silver Spring,MD,Albert Einstein,Albert Einstein,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10727
5811,2015,14,Tatsu,Otani,Sophomore,Midfielder,Defender,,6'0,,San Jose,CA,Lynbrook,Lynbrook,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10739
5812,2015,20,David,Zipkin,Sophomore,Midfielder,Defender,,6'1,,Berwyn,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10745
5816,2008,4,Marc,Charles,Sophomore,Midfielder,Defender,,5'9,165,Chaguanas,Trinidad,Presentation College,Presentation College,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3587
5817,2008,21,Daniel,Odenwelder,Freshman,Midfielder,Defender,,6'2,,Pen Argyl,PA,Moravian Academy,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4987
5819,2012,21,Shane,Macnamara,Freshman,Midfielder,Defender,,6'0,150,Arlington,VA,Washington-Lee,Washington-Lee,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2713
5820,2012,20,Drew,Brown,Sophomore,Midfielder,Defender,,6'0,155,Charlotte,NC,South Mecklenburg,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2696
5821,2012,17,Alan,Reiter,Sophomore,Midfielder,Defender,,6'1,180,Westport,CT,NC State,NC State,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2717
5822,2013,3,Brandon,Fuerst,Freshman,Midfielder,Defender,,5'6,,Marlboro,NJ,Marlboro,Marlboro,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=7021
5823,2016,18,Kevin,Klinkenberg,Junior,Midfielder,Defender,,5'10,,Barrington,IL,Saint Viator,Saint Viator,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11625
5824,2016,24,John,Marc Charpentier,Junior,Midfielder,Defender,,6'2,,Silver Spring,MD,Albert Einstein,Albert Einstein,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11617
5825,2016,27,Mohammed,Moro,Junior,Midfielder,Defender,,5'9,145,Lakeville,CT,The Hotchkiss School,The Hotchkiss School,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=8669
5826,2016,17,David,Zipkin,Junior,Midfielder,Defender,,6'1,,Berwyn,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11632
5827,2016,23,Joshua,Forbes,Sophomore,Midfielder,Defender,,5'9,163,Bochum,Germany,VFL Bochum,VFL Bochum,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=8665
5834,2007,20,Zachary,Gould,Freshman,Midfielder,,,5'10,,Roslyn Heights,NY,The Wheatley School,The Wheatley School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4258
5835,2007,15,James,Graf,Freshman,Midfielder,,,6'2,,Schwenksville,PA,Perkiomen Valley,Perkiomen Valley,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4259
5836,2007,3,Jon,Jonsson,Sophomore,Midfielder,,,6'1,180,Hafnarfjordur,Iceland,University of Iceland,University of Iceland,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3247
5839,2007,0,Jonathan,Nydell,Freshman,Goalkeeper,,,6'0,,Islamorada,FL,Saint Stephen's Episcopal,Saint Stephen's Episcopal,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4260
5841,2007,8,Jesse,Schram,Sophomore,Midfielder,,,5'11,150,Durham,NH,Oyster River,Oyster River,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4207
5845,2007,11,Samuel,Appiah,Sophomore,Midfielder,,,5'8,140,Obuasi,Ghana,University of Ghana,University of Ghana,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3255
5852,2007,24,Daniel,Chu,Freshman,Forward,,,5'7,140,Irvine,CA,University,University,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3268
5853,2007,1,Hrafn,Davidsson,Sophomore,Goalkeeper,,,6'4,190,Reykjavik,Iceland,University of Iceland,University of Iceland,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3245
5856,2007,3,Aaron,Gildner,Freshman,Midfielder,,,5'9,,Slatington,PA,Parkland,Parkland,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4257
5866,2007,4,Larry,Silvi,Freshman,Midfielder,,,5'10,,Langhorne,PA,Germantown Academy,Germantown Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4261
5868,2007,19,Matt,Thaeder,Freshman,Forward,,,5'9,,Kennett Square,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4262
5869,2007,1,Christopher,Varga,Sophomore,Goalkeeper,,,5'8,145,Cranford,NJ,Union Catholic,Union Catholic,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4209
5870,2007,22,Aaron,Vaslow,Sophomore,Midfielder,,,5'11,155,Bethesda,MD,Bethesda Chevy-Chase,Bethesda Chevy-Chase,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4208
5871,2007,12,Alex,Weisberger,Sophomore,Midfielder,,,5'11,170,Larchmont,NY,Mamaroneck,Mamaroneck,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4211
5872,2007,7,Adam,Welch,Sophomore,Midfielder,,,6'0,155,Bethlehem,PA,Moravian Academy,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4210
5873,2007,0,Kyle,Wittman,Sophomore,Goalkeeper,,,,190,Baltimore,MD,Calvert Hall College,Calvert Hall College,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2390
5875,2009,24,Will,Addis,Freshman,Defender,,,6'1,,Bryn Mawr,PA,Episcopal High School (Va.),Episcopal High School (Va.),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5661
5877,2009,2,Jordie,Ciuffetelli,Junior,Back,,,5'7,,Unionville,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6567
5881,2009,9,Zachary,Gould,Junior,Midfielder,,,5'10,,Roslyn Heights,NY,The Wheatley School,The Wheatley School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5526
5882,2009,15,James,Graf,Junior,Defender,,,6'2,,Schwenksville,PA,Perkiomen Valley,Perkiomen Valley,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5527
5883,2009,19,Ben,Havey,Junior,Midfielder,,,5'11,165,Preston,England,Loughborough University,Loughborough University,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3204
5885,2009,26,Michael,Knapp,Sophomore,Defender,,,,155,Arlington,TX,Jesuit College Prep,Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4973
5886,2009,17,Stephen,Knox,Sophomore,Forward,,,5'7,154,Arima,Trinidad,Fatima College (HS,Fatima College (HS,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3202
5887,2009,23,Matt,Kosik,Sophomore,Defender,,,6'1,,Emmaus,PA,Emmaus,Emmaus,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5531
5889,2009,27,Peter,Mehlert,Freshman,Midfielder,,,5'9,140,Chevy Chase,MD,Gonzaga College (HS,Gonzaga College (HS,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3211
5890,2009,5,Neal,Melchionni,Sophomore,Midfielder,,,5'9,,Marmora,NJ,Ocean City,Ocean City,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5532
5891,2009,13,Rob,Nowlan,Freshman,Defender,,,5'10,,Atco,NJ,Hammonton,Hammonton,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5633
5892,2009,1,Jonathan,Nydell,Junior,Goalkeeper,,,6'1,175,Washington,D.C.,Saint Stephen's Episcopal,Saint Stephen's Episcopal,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5528
5898,2009,8,Jesse,Schram,Senior,Midfielder,,,5'11,150,Durham,NH,Oyster River,Oyster River,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5522
5900,2009,4,Kevin,Strunk,Sophomore,Defender,,,6'3,,Downingtown,PA,Bishop Shanahan,Bishop Shanahan,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5536
5901,2009,26,Taylor,Sulmonetti,Freshman,Goalkeeper,,,5'9,,Marietta,GA,George Walton,George Walton,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5630
5902,2009,22,Mark,Whitmeyer,Sophomore,Midfielder,,,5'10,,Charlotte,NC,Providence Day School,Providence Day School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5648
5905,2009,4,Samuel,Appiah,Senior,Midfielder,,,5'8,140,Obuasi,Ghana,University of Ghana,University of Ghana,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3190
5906,2009,3,Steven,Avena,Sophomore,Midfielder,,,5'8,,Las Vegas,NV,Bishop Gorman,Bishop Gorman,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5529
5913,2009,24,Daniel,Chu,Junior,Forward,,,5'7,140,Irvine,CA,University,University,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3208
5914,2009,10,Jamie,Darvill,Senior,Forward,,,5'11,170,London,England,Meephan Sports College,Meephan Sports College,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2342
5915,2009,1,Hrafn,Davidsson,Senior,Goalkeeper,,,6'4,190,Reykjavik,Iceland,University of Iceland,University of Iceland,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3187
5916,2009,14,Austin,Decker,Freshman,Forward,,,6'0,,Iowa City,IA,Shattuck St. Mary's Prep (Minn.),Shattuck St. Mary's Prep (Minn.),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5631
5920,2009,6,Adam,Gazda,Senior,Midfielder,,,5'9,160,Carnegie,PA,Chartiers Valley,Chartiers Valley,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5549
5926,2009,0,Jordan,Maman,Freshman,Goalkeeper,,,5'11,,Glencoe,IL,New Trier,New Trier,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5629
5927,2009,30,Trevor,McManamon,Freshman,Goalkeeper,,,6'0,165,San Jose,CA,Bellarmine College Prep,Bellarmine College Prep,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3214
5931,2009,19,Ayo,Olasupo,Sophomore,Midfielder,,,6'1,,Austin,TX,St. Stephen's School,St. Stephen's School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5537
5932,2009,18,Cameron,Omsberg,Freshman,Midfielder,,,6'1,,Belgrade,ME,Messalonskee,Messalonskee,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5634
5934,2009,17,Christopher,Rabey,Sophomore,Midfielder,,,5'9,,Houston,TX,The Kinkaid School,The Kinkaid School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5535
5940,2009,15,Matt,Tapajcik,Senior,Defender,,,6'1,175,Alexandria,VA,Gonzaga College,Gonzaga College,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5500
5943,2009,16,Matt,Thaeder,Junior,Forward,,,5'9,,Kennett Square,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5649
5946,2009,0,Christopher,Varga,Senior,Goalkeeper,,,5'8,145,Cranford,NJ,Union Catholic,Union Catholic,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5523
5947,2009,20,Matt,Weaver,Freshman,Midfielder,,,5'11,,Wilmette,IL,New Trier,New Trier,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5632
5948,2009,12,Alex,Weisberger,Senior,Midfielder,,,5'11,170,Larchmont,NY,Mamaroneck,Mamaroneck,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5525
5949,2009,7,Adam,Welch,Senior,Defender,,,6'0,155,Bethlehem,PA,Moravian Academy,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5524
5950,2009,1,Kyle,Wittman,Junior,Goalkeeper,,,6'1,197,Baltimore,MD,Calvert Hall College,Calvert Hall College,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2366
5952,2011,2,Jordie,Ciuffetelli,Senior,Back,,,5'7,,Unionville,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=588
5955,2011,5,Nick,Corliss,Junior,Defender,,,6'1,184,Auckland,New Zealand,Macleans College,Macleans College,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2873
5956,2011,10,Andrew,DiLallo,Junior,Forward,,,6'3,186,Wellington,FL,Wellington,Wellington,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1960
5957,2011,7,Stephen,Dooley,Sophomore,Forward,,,5'11,160,Portstewart,Northern Ireland,Loreto College Coleraine,Loreto College Coleraine,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2286
5958,2011,17,Kristian,Garciamendez-Rowold,Freshman,Defender,,,6'0,180,Fairview,TX,Jesuit College Preparatory School of Dallas,Jesuit College Preparatory School of Dallas,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1980
5960,2011,23,Ben,Gold,Sophomore,Goalkeeper,,,6'1,161,Woodland Hills,CA,El Camino Real,El Camino Real,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1962
5961,2011,3,Hunter,Hayes,Senior,Defender,,,6'3,174,Peachtree City,GA,Starr's Mill,Starr's Mill,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1964
5962,2011,7,Michael,Knapp,Senior,Defender,,,6'1,170,Arlington,TX,Jesuit College Prep,Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4915
5963,2011,26,Jamie,Libby,Sophomore,Back,,,6'4,195,Romford,England,Havering College,Havering College,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2303
5964,2011,8,Kyle,Lucas,Sophomore,Midfielder,,,6'0,,Falmouth,ME,Falmouth High School,Falmouth High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=587
5967,2011,8,Brian,McGue,Junior,Midfielder,,,6'2,173,Dublin,OH,Dublin Jerome,Dublin Jerome,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1969
5968,2011,27,Peter,Mehlert,Senior,Midfielder,,,5'9,140,Chevy Chase,MD,Gonzaga College (HS,Gonzaga College (HS,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3155
5969,2011,5,Neal,Melchionni,Senior,Midfielder,,,5'9,,Marmora,NJ,Ocean City,Ocean City,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=569
5970,2011,9,James,Meyerkord,Sophomore,Forward,,,5'10,,Florissant,MO,Chaminade College Prepatory,Chaminade College Prepatory,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=586
5972,2011,0,Kevin,Motylewski,Freshman,Goalkeeper,,,6'3,,Mendham,NJ,West Morris Mendham High School,West Morris Mendham High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=1652
5973,2011,1,Ciaran,Nugent,Sophomore,Goalkeeper,,,6'1,,Dedham,MA,Buckingham Browne & Nichols School,Buckingham Browne & Nichols School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=585
5974,2011,11,Daniel,Odenwelder,Senior,Midfielder,,,6'2,,Pen Argyl,PA,Moravian Academy,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=570
5977,2011,24,Allen,Page,Senior,Defender,,,6'5,191,Columbus,GA,Brookstone,Brookstone,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1972
5979,2011,22,Max,Riehemann,Freshman,Defender,,,6'0,175,Cincinnati,OH,Sycamore,Sycamore,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1984
5980,2011,13,Gabe,Rivera,Freshman,Forward,,,5'10,160,Durham,NC,Riverside,Riverside,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1985
5982,2011,4,Kevin,Strunk,Senior,Back,,,6'3,,Downingtown,PA,Bishop Shanahan,Bishop Shanahan,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=573
5983,2011,7,Brian,Suchoski,Freshman,Forward,,,5'10,,Bear Creek Township,PA,James M. Coughlin High School,James M. Coughlin High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=1654
5984,2011,0,Taylor,Sulmonetti,Junior,Goalkeeper,,,5'9,,Marietta,GA,George Walton,George Walton,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=575
5986,2011,16,Thomas,Zimmerman,Senior,Forward,,,6'1,186,Gainesville,FL,Kentucky,Kentucky,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1977
5987,2011,2,Chris,Ager,Sophomore,Defender,,,6'0,171,Gjettum,Norway,Norwegian College of Elite Sports,Norwegian College of Elite Sports,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2867
5989,2011,3,Steven,Avena,Senior,Midfielder,,,5'8,,Las Vegas,NV,Bishop Gorman,Bishop Gorman,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=567
5991,2011,6,Ben,Borin,Sophomore,Midfielder,,,5'7,,Cheyenne,WY,Cheyenne East High School,Cheyenne East High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=582
5992,2011,20,Alex,Bullington,Sophomore,Midfielder,,,5'10,160,Fallston,MD,Calvert Hall College,Calvert Hall College,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2298
5996,2011,9,Alex,Feliciano,Freshman,Forward,,,5'11,160,Virginia Beach,VA,Kellam,Kellam,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1981
5999,2011,5,Alex,Givens,Sophomore,Midfielder,,,5'7,155,Raleigh,NC,North Raleigh Christian Academy,North Raleigh Christian Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1961
6000,2011,15,Michael,Gonzalez,Freshman,Midfielder,,,5'8,,Berwyn,PA,Conestoga High School,Conestoga High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=1651
6002,2011,19,Nick,Grube,Sophomore,Midfielder,,,5'11,170,Lake Forest,IL,Lake Forest,Lake Forest,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1963
6003,2011,25,Max,Henry,Sophomore,Goalkeeper,,,6'2,180,Mount Ulla,NC,Mooresville,Mooresville,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1965
6004,2011,12,Jake,Keator,Sophomore,Midfielder,,,6'1,173,Jacksonville,FL,The Bolles School,The Bolles School,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1966
6008,2011,4,Greg,Macnamara,Senior,Defender,,,5'11,163,Arlington,VA,Gonzaga College,Gonzaga College,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1967
6009,2011,2,Ryan,Malden,Sophomore,Defender,,,6'0,177,Agoura Hills,CA,Loyola,Loyola,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1968
6013,2011,22,Evin,Nadaner,Sophomore,Back,,,5'9,165,Bronx,NY,HSMSE at CCNY,HSMSE at CCNY,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3150
6015,2011,19,Ayo,Olasupo,Senior,Forward,,,6'1,,Austin,TX,St. Stephen's School,St. Stephen's School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=574
6016,2011,18,Cameron,Omsberg,Junior,Midfielder,,,6'1,,Belgrade,ME,Messalonskee,Messalonskee,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=579
6018,2011,21,Coleman,O'Neill,Sophomore,Defender,,,6'2,165,Silver Spring,MD,The Field School,The Field School,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1971
6020,2011,11,Peter,Paras,Junior,Midfielder,,,5'11,161,Dublin,OH,The Columbus Academy,The Columbus Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1973
6021,2011,18,Chris,Pettiglio,Sophomore,Midfielder,,,5'10,162,Westford,MA,Bishop Guertin,Bishop Guertin,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1974
6022,2011,10,Joe,Puleo,Senior,Forward,,,5'10,,Preston,PA,Chartiers Valley,Chartiers Valley,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=571
6023,2011,17,Christopher,Rabey,Senior,Midfielder,,,5'9,,Houston,TX,The Kinkaid School,The Kinkaid School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=572
6028,2011,1,Chip,Sanders,Senior,Goalkeeper,,,6'6,201,Thomasville,GA,Thomas County Central,Thomas County Central,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1975
