first_name,last_name,home_town,state_or_country,high_school,alternative_school,college,college_league,Public/Private/International,starter_count,accolade_count,latitude,longitude,roster_year,year,player_number,position,height,weight,bio_link
Harrison,Balder,Needham,MA,Thayer Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,PRIVATE,3,0,42.20784,-71.006731,"{2013,2016,2014,2015}","{Freshman,Junior,Freshman,Sophomore}","{16,3,16,3}","{Defender,Defender,Defender,Defender}","{5'10,5'10,5'9,5'10}","{150,165,159,165}","{https://nuhuskies.com/roster.aspx?rp_id=2586,https://nuhuskies.com/roster.aspx?rp_id=4095,https://nuhuskies.com/roster.aspx?rp_id=3043,https://nuhuskies.com/roster.aspx?rp_id=3660}"
Harrison,Kendall,Narberth,PA,The Haverford School,,Syracuse University,ATLANTIC COAST,PRIVATE,0,0,40.0138,-75.305381,{2012},{Freshman},{24},{Midfielder},{5'5},{130},{https://cuse.com/roster.aspx?rp_id=9230}
Harry,Fuller,London,England,Hampton School,,Cornell University,IVY,INTERNATIONAL,1,0,51.4287323,-0.3715682,"{2017,2018}","{Freshman,Sophomore}","{10,10}","{Midfielder,Midfielder}","{5'10,5'10}","{168,168}","{https://cornellbigred.com/roster.aspx?rp_id=43874&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=48136&path=msoccer}"
Henry,Albrecht,Munich,Germany,Munich International School,,Yale University,IVY,INTERNATIONAL,3,0,48.0023997,11.3802694,"{2013,2015,2014}","{Freshman,Junior,Sophomore}","{16,14,14}","{Midfielder,Midfielder,Midfielder}","{5'8,5'8,5'8}","{150,150,150}","{http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h,http://www.yalebulldogs.com/sports/m-soccer/2015-16/bios/albrecht_henry_dzah,http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd}"
Henry,Baldwin,Poulsbo,WA,North Kitsap High School,,Dartmouth College,IVY,PUBLIC,3,0,47.734379,-122.625537,"{2018,2016,2017}","{Junior,Freshman,Sophomore}","{5,25,5}","{Defender,Defender,Defender}","{6'1,6'1,6'1}","{170,170,170}","{https://dartmouthsports.com/roster.aspx?rp_id=15757,https://dartmouthsports.com/roster.aspx?rp_id=10869,https://dartmouthsports.com/roster.aspx?rp_id=11215}"
Henry,Flugstad-Clarke,Morristown,NJ,The Pingry School,,Yale University,IVY,PRIVATE,3,1,40.620129,-74.567594,"{2016,2013,2015,2014}","{Senior,Freshman,Junior,Sophomore}","{4,19,19,19}","{Defender,Defender,Defender,Defender}","{5'10,5'10,5'10,5'10}","{165,165,165,165}","{http://www.yalebulldogs.com/sports/m-soccer/2016-17/bios/schipper_kees_gk12,http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h,http://www.yalebulldogs.com/sports/m-soccer/2015-16/bios/albrecht_henry_dzah,http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd}"
Henry,Stusnick,Chatham,NJ,Chatham High School,,Dartmouth College,IVY,PUBLIC,3,0,40.731393,-74.401153,"{2017,2016,2018}","{Sophomore,Freshman,Junior}","{0,23,0}","{Goalkeeper,Goalkeeper,Goalkeeper}","{6'7,6'7,6'7}","{205,205,205}","{https://dartmouthsports.com/roster.aspx?rp_id=11259,https://dartmouthsports.com/roster.aspx?rp_id=10921,https://dartmouthsports.com/roster.aspx?rp_id=15780}"
Hunter,Holstad,Birmingham,AL,Oak Mountain High School,,Naval Academy,PATRIOT,PUBLIC,0,0,33.366521,-86.734226,"{2016,2017}","{Freshman,Sophomore}","{13,13}","{Defender,Defender}","{NULL,NULL}","{170,170}","{https://navysports.com/roster.aspx?rp_id=5287,https://navysports.com/roster.aspx?rp_id=5258}"
Hunter,Robinson,Fort Collins,CO,Fossil Ridge High School,,Air Force Academy,WAC,PUBLIC,2,0,40.514563,-105.015601,"{2016,2014,2015}","{Senior,Sophomore,Junior}","{11,7,22}","{Defender,Forward,Defender}","{5'11,5'11,5'11}","{175,170,170}","{https://goairforcefalcons.com/roster.aspx?rp_id=3363,https://goairforcefalcons.com/roster.aspx?rp_id=3436,https://goairforcefalcons.com/roster.aspx?rp_id=3412}"
Jack,Arnold,Brentwood,TN,Battle Ground Academy,,Yale University,IVY,PRIVATE,2,0,35.949937,-86.859005,"{2017,2018}","{Freshman,Sophomore}","{4,4}","{Defender,Defender}","{6'0,6'0}","{175,175}","{http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4}"
Jack,Beer,Thornwood,NY,Byram Hills High School,,Georgetown University,BIG EAST,PUBLIC,1,0,41.134597,-73.689816,{2017},{Freshman},{27},{Forward},{5'9},{160},{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4224}
Jack,Cannata,Middlebury,CT,The Taft School,,Air Force Academy,WAC,PRIVATE,0,0,41.603822,-73.124506,"{2015,2016}","{Freshman,Sophomore}","{9999,9999}","{Midfielder,Midfielder}","{5'11,NULL}","{160,160}","{https://goairforcefalcons.com/roster.aspx?rp_id=3415,https://goairforcefalcons.com/roster.aspx?rp_id=3379}"
Jack,Casey,Morristown,NJ,The Pingry School,,University of Notre Dame,ATLANTIC COAST,PRIVATE,2,0,40.620129,-74.567594,"{2016,2018,2017}","{Freshman,Junior,Sophomore}","{7,7,7}","{Midfielder,Midfielder,Midfielder}","{5'8,5'8,5'8}","{155,155,155}","{https://und.com/roster.aspx?rp_id=4768,https://und.com/roster.aspx?rp_id=4738,https://und.com/roster.aspx?rp_id=9091}"
Jack,Doran,West Roxbury,MA,Boston College High School,,Duke University,ATLANTIC COAST,PRIVATE,2,0,42.31609,-71.044961,"{2017,2018,2016}","{Sophomore,Junior,Freshman}","{28,28,28}","{Midfielder,Midfielder,Midfielder}","{5'11,5'11,5'11}","{180,180,180}","{http://www.goduke.com/ViewArticle.dbml?ATCLID=210961397&DB_OEM_ID=4200&Q_SEASON=2017,http://www.goduke.com/ViewArticle.dbml?ATCLID=210961397&DB_OEM_ID=4200&Q_SEASON=2018,http://www.goduke.com/ViewArticle.dbml?ATCLID=210961397&DB_OEM_ID=4200&Q_SEASON=2016}"
Jack,Kuntz,Chatham,NJ,Chatham High School,,Brown University,IVY,PUBLIC,3,0,40.731393,-74.401153,"{2013,2012,2011,2010}","{Senior,Junior,Sophomore,Freshman}","{11,11,21,21}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'0,6'0,6'0,6'0}","{165,165,165,165}","{https://brownbears.com/roster.aspx?rp_id=3397,https://brownbears.com/roster.aspx?rp_id=3373,https://brownbears.com/roster.aspx?rp_id=3344,https://brownbears.com/roster.aspx?rp_id=3319}"
Jack,O'Brien,Broomfield,CO,Broomfield High School,,Stanford University,PAC-12,PUBLIC,2,0,39.930003,-105.075016,"{2018,2017}","{Sophomore,Freshman}","{19,19}","{Forward,Forward}","{6'0,6'0}","{170,165}","{https://gostanford.com/roster.aspx?rp_id=14115,https://gostanford.com/roster.aspx?rp_id=12782}"
Jack,Orr,Ridgefield,CT,Wooster School,,Boston University,PATRIOT,PRIVATE,2,0,41.37106,-73.498241,"{2009,2008,2010,2007}","{Junior,Sophomore,Senior,Freshman}","{25,25,25,25}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'11,5'11,5'11,5'11}","{165,165,165,165}","{https://goterriers.com/roster.aspx?rp_id=3209,https://goterriers.com/roster.aspx?rp_id=3239,https://goterriers.com/roster.aspx?rp_id=3181,https://goterriers.com/roster.aspx?rp_id=3269}"
Jack,Zollicoffer,Charlotte,NC,Charlotte Latin School,,Bucknell University,PATRIOT,PRIVATE,1,0,35.079179,-80.773937,"{2014,2017,2015,2016}","{Freshman,Senior,Sophomore,Junior}","{16,16,16,16}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'2,6'2,6'2,6'2}","{188,188,188,188}","{https://bucknellbison.com/roster.aspx?rp_id=1693,https://bucknellbison.com/roster.aspx?rp_id=2189,https://bucknellbison.com/roster.aspx?rp_id=1941,https://bucknellbison.com/roster.aspx?rp_id=2108}"
Jacob,Cohen,Phoenix,AZ,Chaparral High School,,SMU,AMERICAN ATHLETIC,PUBLIC,3,0,33.577489,-111.931685,"{2016,2017,2018}","{Freshman,Sophomore,Junior}","{24,21,21}","{Forward,Forward,Midfielder}","{6'1,6'1,6'1}","{170,170,190}","{https://smumustangs.com/roster.aspx?rp_id=4269,https://smumustangs.com/roster.aspx?rp_id=4798,https://smumustangs.com/roster.aspx?rp_id=9445}"
Jacob,Denison,Gaithersburg,MD,Bullis School,,Loyola University Maryland,PATRIOT,PRIVATE,2,0,39.028783,-77.199868,"{2017,2018}","{Freshman,Sophomore}","{26,26}","{Defender,Defender}","{5'11,5'11}","{158,158}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2149,https://loyolagreyhounds.com/roster.aspx?rp_id=6401}"
Jacob,Harris,Brookline,MA,The Rivers School,,Colgate University,PATRIOT,PRIVATE,2,1,42.32427,-71.323571,"{2018,2016,2017}","{Junior,Freshman,Sophomore}","{0,32,0}","{Goalkeeper,Goalkeeper,Goalkeeper}","{6'4,6'4,6'4}","{200,205,195}","{https://gocolgateraiders.com/roster.aspx?rp_id=9177,https://gocolgateraiders.com/roster.aspx?rp_id=7888,https://gocolgateraiders.com/roster.aspx?rp_id=8650}"
Jacob,Suppiah,Memphis,TN,Memphis University School,,Army West Point,PATRIOT,PRIVATE,1,0,35.098347,-89.856652,{2018},{Freshman},{0},{Goalkeeper},{6'0},{180},{https://goarmywestpoint.com/roster.aspx?rp_id=13319&path=msoc}
Jacori,Hayes,Bowie,MD,DeMatha Catholic High School,,Wake Forest University,ATLANTIC COAST,PRIVATE,0,3,38.95803,-76.942441,"{2016,2014,2015,2013}","{Senior,Sophomore,Junior,Freshman}","{8,8,8,8}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7,5'8}","{150,150,150,140}","{https://godeacs.com/roster.aspx?rp_id=2316,https://godeacs.com/roster.aspx?rp_id=2373,https://godeacs.com/roster.aspx?rp_id=2343,https://godeacs.com/roster.aspx?rp_id=2400}"
Jagger,Martinez,Safety Harbor,FL,Countryside High School,,Northwestern University,BIG TEN,PUBLIC,1,0,28.023318,-82.711579,{2011},{Freshman},{16},{Midfielder},{5'10},{155},{https://nusports.com/roster.aspx?rp_id=2546&path=msoc}
Jake,Burgess,Cornwall,NY,Cornwall Central High School,,Army West Point,PATRIOT,PUBLIC,1,0,41.444166,-74.072668,{2018},{Freshman},{13},{Forward},{5'11},{180},{https://goarmywestpoint.com/roster.aspx?rp_id=13321&path=msoc}
Jake,Levin,Columbia,MD,McDonogh School,,University of Pennsylvania,IVY,PRIVATE,2,4,39.396257,-76.778652,"{2009,2010,2011,2008}","{Sophomore,Junior,Senior,Freshman}","{2,2,2,2}","{Back,Back,Back,Back}","{6'3,6'3,6'3,6'3}","{NULL,NULL,NULL,NULL}","{https://pennathletics.com/roster.aspx?rp_id=7225,https://pennathletics.com/roster.aspx?rp_id=8682,https://pennathletics.com/roster.aspx?rp_id=2216,https://pennathletics.com/roster.aspx?rp_id=7247}"
Jake,Weinreb,East Brunswick,NJ,East Brunswick High School,,American University,PATRIOT,PUBLIC,4,1,40.432743,-74.398182,"{2011,2012,2014,2013}","{Freshman,Sophomore,Senior,Junior}","{23,23,23,23}","{Defender,Defender,Defender,Defender}","{5'11,6'0,6'0,6'0}","{160,175,175,175}","{http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,http://www.aueagles.com/sports/m-soccer/2014-15/bios/kerman_matt,http://www.aueagles.com/sports/m-soccer/2013-14/bios/agre_sam_jvzu}"
James,Byer,Farmington,CT,Farmington High School,,Colgate University,PATRIOT,PUBLIC,2,0,41.751187,-72.867518,"{2011,2012,2010}","{Sophomore,Junior,Freshman}","{22,22,22}","{Midfielder,Forward,Midfielder}","{6'1,6'1,6'1}","{163,163,163}","{https://gocolgateraiders.com/roster.aspx?rp_id=3796,https://gocolgateraiders.com/roster.aspx?rp_id=4752,https://gocolgateraiders.com/roster.aspx?rp_id=3233}"
James,Holler,Stratham,NH,Exeter High School,,Boston University,PATRIOT,PUBLIC,2,0,43.016959,-71.000308,"{2010,2011,2012}","{Freshman,Freshman,Sophomore}","{16,16,16}","{Back,Back,Back}","{5'11,5'11,5'11}","{170,170,170}","{https://goterriers.com/roster.aspx?rp_id=3173,https://goterriers.com/roster.aspx?rp_id=3144,https://goterriers.com/roster.aspx?rp_id=3117}"
James,Sims,Colorado Springs,CO,Air Academy High School,,Air Force Academy,WAC,PUBLIC,3,1,38.967994,-104.84588,"{2015,2017,2016,2018}","{Freshman,Junior,Sophomore,NULL}","{9999,20,19,20}","{Defender,Defender,Defender,NULL}","{6'4,6'4,6'4,6'4}","{170,175,175,175}","{https://goairforcefalcons.com/roster.aspx?rp_id=3426,https://goairforcefalcons.com/roster.aspx?rp_id=3332,https://goairforcefalcons.com/roster.aspx?rp_id=3371,https://goairforcefalcons.com/roster.aspx?rp_id=7376}"
Jameson,Lochhead,Basking Ridge,NJ,Ridge High School,,Brown University,IVY,PUBLIC,4,0,40.694157,-74.547087,"{2014,2015,2013,2012}","{Junior,Senior,Sophomore,Freshman}","{4,4,4,4}","{Defender,Defender,Defender,Defender}","{6'3,6'3,6'3,6'3}","{190,190,190,190}","{https://brownbears.com/roster.aspx?rp_id=3425,https://brownbears.com/roster.aspx?rp_id=3453,https://brownbears.com/roster.aspx?rp_id=3400,https://brownbears.com/roster.aspx?rp_id=3375}"
Jamie,Deal,Lawrenceville,GA,Brookwood High School,,Naval Academy,PATRIOT,PUBLIC,0,0,33.883679,-84.039986,{2008},{Freshman},{1},{Goalkeeper},{5'11},{175},{https://navysports.com/roster.aspx?rp_id=5510}
Jamie,Doherty,Mansfield,MA,Worcester Academy,,Boston College,ATLANTIC COAST,PRIVATE,0,0,42.25337,-71.792491,"{2010,2011}","{Freshman,Sophomore}","{25,25}","{Defender,Defender}","{5'7,5'7}","{140,140}","{https://bceagles.com/roster.aspx?rp_id=2902,https://bceagles.com/roster.aspx?rp_id=2875}"
Jamie,Dubyoski,Catonsville,MD,Loyola Blakefield,,Naval Academy,PATRIOT,PRIVATE,4,2,39.40276,-76.627201,"{2012,2013,2015,2014}","{Freshman,Sophomore,Senior,Junior}","{7,7,7,7}","{Forward,Forward,Forward,Forward}","{5'7,5'7,5'7,5'7}","{160,170,175,172}","{https://navysports.com/roster.aspx?rp_id=5402,https://navysports.com/roster.aspx?rp_id=5373,https://navysports.com/roster.aspx?rp_id=5313,https://navysports.com/roster.aspx?rp_id=5344}"
Jared,Odenbeck,Charlotte,NC,Charlotte Christian School,,Georgetown University,BIG EAST,PRIVATE,1,0,35.14079,-80.769001,{2013},{Freshman},{25},{Defender},{6'2},{170},{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4326}
Jared,Stroud,Chester,NJ,Delbarton School,,Colgate University,PATRIOT,PRIVATE,4,3,40.78836,-74.531258,"{2015,2016,2017,2014}","{Sophomore,Junior,Senior,Freshman}","{5,5,5,5}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10,5'10}","{160,160,160,160}","{https://gocolgateraiders.com/roster.aspx?rp_id=7005,https://gocolgateraiders.com/roster.aspx?rp_id=7880,https://gocolgateraiders.com/roster.aspx?rp_id=8666,https://gocolgateraiders.com/roster.aspx?rp_id=6283}"
Jaren,LaGreca,Littleton,CO,Chatfield High School,,Harvard University,IVY,PUBLIC,4,0,39.587075,-105.131583,"{2010,2009,2008,2007}","{Senior,Junior,Sophomore,Freshman}","{17,17,17,21}","{Defender,Defender,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{155,155,155,155}","{https://www.gocrimson.com/sports/msoc/2010-11/bios/lagreca_jaren,https://www.gocrimson.com/sports/msoc/2009-10/bios/lagreca_jaren,https://www.gocrimson.com/sports/msoc/2008-09/bios/LaGreca_Jaren,https://www.gocrimson.com/sports/msoc/2007-08/bios/LaGreca_Jaren}"
Jason,Lemmon,Colorado Springs,CO,Coronado High School,,Air Force Academy,WAC,PUBLIC,0,0,38.872456,-104.858752,{2010},{Freshman},{24},{Defender},{6'1},{175},{https://goairforcefalcons.com/roster.aspx?rp_id=3557}
JB,Fischer,Fourqueux,France,Lycee International,,Georgetown University,BIG EAST,INTERNATIONAL,2,0,48.8963416,2.0622117,"{2016,2018,2017}","{Freshman,Junior,Sophomore}","{19,8,19}","{Midfielder,Midfielder,Midfielder}","{NULL,6'0,NULL}","{160,165,160}","{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4243,http://georgetown.sidearmsports.com/roster.aspx?rp_id=8674,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4216}"
Jeff,McLaughlin,Harding,NJ,Delbarton School,,Lafayette College,PATRIOT,PRIVATE,4,0,40.78836,-74.531258,"{2013,2011,2012,2010}","{Senior,Sophomore,Junior,Freshman}","{20,9,20,24}","{Forward,Forward,Forward,Forward}","{6'4,6'1,6'1,6'1}","{180,168,168,168}","{https://www.goleopards.com/roster.aspx?rp_id=3254,https://www.goleopards.com/roster.aspx?rp_id=3299,https://www.goleopards.com/roster.aspx?rp_id=3282,https://www.goleopards.com/roster.aspx?rp_id=3335}"
Jeff,Zimering,Basking Ridge,NJ,The Pingry School,,Cornell University,IVY,PRIVATE,0,0,40.620129,-74.567594,"{2008,2009,2007,2010}","{Sophomore,Junior,Freshman,Senior}","{16,9,16,9}","{Forward,Forward,Forward,Forward}","{6'0,6'0,6'0,6'0}","{160,160,160,160}","{https://cornellbigred.com/roster.aspx?rp_id=10333&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=11395&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=7430&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=13861&path=msoccer}"
Jerry,Karalis,Bryn Mawr,PA,The Haverford School,,Colgate University,PATRIOT,PRIVATE,0,0,40.0138,-75.305381,"{2016,2017}","{Freshman,Sophomore}","{35,35}","{Midfielder,Midfielder}","{5'8,5'8}","{150,150}","{https://gocolgateraiders.com/roster.aspx?rp_id=7892,https://gocolgateraiders.com/roster.aspx?rp_id=8653}"
Jesse,Vella,New York,NY,Bronx High School of Science,,Columbia University,IVY,PUBLIC,2,0,40.878356,-73.890788,"{2011,2010,2008,2009}","{Senior,Junior,Freshman,Sophomore}","{13,13,15,13}","{Defender,Defender,Defender,Defender}","{5'9,5'9,5'9,5'9}","{165,165,165,165}","{https://gocolumbialions.com/roster.aspx?rp_id=5686,https://gocolumbialions.com/roster.aspx?rp_id=5075,https://gocolumbialions.com/roster.aspx?rp_id=3327,https://gocolumbialions.com/roster.aspx?rp_id=4185}"
J.J.,Bain,Columbus,OH,The Wellington School,,Cornell University,IVY,PRIVATE,0,0,40.03257,-83.065221,"{2008,2006,2007,2009}","{Junior,Freshman,Sophomore,Senior}","{10,10,10,10}","{Forward,Forward,Forward,Forward}","{5'11,5'11,5'11,5'11}","{170,NULL,170,170}","{https://cornellbigred.com/roster.aspx?rp_id=10311&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=30314&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=7459&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=11379&path=msoccer}"
Joe,Morris,London,England,Eton College,,Columbia University,IVY,INTERNATIONAL,0,0,51.4957355,-0.6044396,"{2015,2013,2014,2016}","{Junior,Freshman,Sophomore,Senior}","{24,24,24,24}","{Defender,Defender,Defender,Defender}","{6'2,6'2,6'2,6'2}","{183,183,183,183}","{https://gocolumbialions.com/roster.aspx?rp_id=7656,https://gocolumbialions.com/roster.aspx?rp_id=6796,https://gocolumbialions.com/roster.aspx?rp_id=7186,https://gocolumbialions.com/roster.aspx?rp_id=7983}"
Joe,Saitta,Califon,NJ,Delbarton School,,Princeton University,IVY,PRIVATE,4,0,40.78836,-74.531258,"{2012,2014,2013,2011}","{Sophomore,Senior,Junior,Freshman}","{19,19,19,19}","{Midfielder,Defender,Midfielder,Midfielder}","{5'8,5'8,5'8,5'8}","{155,160,160,155}","{https://goprincetontigers.com/roster.aspx?rp_id=9695,https://goprincetontigers.com/roster.aspx?rp_id=9774,https://goprincetontigers.com/roster.aspx?rp_id=9741,https://goprincetontigers.com/roster.aspx?rp_id=9596}"
Joel,Serugo,North Hills,CA,Cate School,,Harvard University,IVY,PRIVATE,3,0,34.405521,-119.476796,"{2018,2016,2017}","{Junior,Freshman,Sophomore}","{5,12,5}","{Defender,Defender,Defender}","{6'0,6'0,6'0}","{175,175,175}","{https://www.gocrimson.com/sports/msoc/2018-19/bios/serugo_joel_zluz,https://www.gocrimson.com/sports/msoc/2016-17/bios/serugo_joel_a2v0,https://www.gocrimson.com/sports/msoc/2017-18/bios/serugo_joel_zwm7}"
Joey,Calistri,Deerfield,IL,Deerfield High School,,Northwestern University,BIG TEN,PUBLIC,4,2,42.18677,-87.852689,"{2015,2012,2013,2014}","{Senior,Freshman,Sophomore,Junior}","{10,10,10,10}","{Forward,Forward,Forward,Forward}","{5'10,5'10,5'10,5'10}","{160,150,150,150}","{https://nusports.com/roster.aspx?rp_id=4372&path=msoc,https://nusports.com/roster.aspx?rp_id=2517&path=msoc,https://nusports.com/roster.aspx?rp_id=2491&path=msoc,https://nusports.com/roster.aspx?rp_id=2464&path=msoc}"
John,Gerard,Summit,NJ,Delbarton School,,Colgate University,PATRIOT,PRIVATE,1,0,40.78836,-74.531258,{2018},{Freshman},{17},{Defender},{6'1},{175},{https://gocolgateraiders.com/roster.aspx?rp_id=9362}
John,Kendall,Charlotte,NC,Charlotte Country Day School,,Princeton University,IVY,PRIVATE,4,0,35.147168,-80.803724,"{2015,2014,2013,2012}","{Senior,Junior,Sophomore,Freshman}","{14,14,14,14}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'0,6'0,6'0,6'0}","{170,170,170,170}","{https://goprincetontigers.com/roster.aspx?rp_id=9812,https://goprincetontigers.com/roster.aspx?rp_id=9762,https://goprincetontigers.com/roster.aspx?rp_id=9727,https://goprincetontigers.com/roster.aspx?rp_id=9682}"
John,Melcher,St. Simons Island,GA,Glynn Academy,,Air Force Academy,WAC,PUBLIC,0,0,31.147978,-81.489828,"{2009,2008,2011,2010}","{Sophomore,Freshman,Senior,Junior}","{18,6,10,10}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{160,160,155,155}","{https://goairforcefalcons.com/roster.aspx?rp_id=3578,https://goairforcefalcons.com/roster.aspx?rp_id=3589,https://goairforcefalcons.com/roster.aspx?rp_id=3518,https://goairforcefalcons.com/roster.aspx?rp_id=3543}"
John,Rea,Tempe,AZ,Corona Del Sol High School,,University of Notre Dame,ATLANTIC COAST,PUBLIC,1,0,33.326164,-111.92684,"{2016,2018,2017}","{Freshman,Junior,Sophomore}","{27,9,27}","{Forward,Forward,Forward}","{5'11,5'11,5'11}","{NULL,161,NULL}","{https://und.com/roster.aspx?rp_id=4788,https://und.com/roster.aspx?rp_id=4740,https://und.com/roster.aspx?rp_id=9105}"
John,Sims,Colorado Springs,CO,Air Academy High School,,Air Force Academy,WAC,PUBLIC,3,0,38.967994,-104.84588,"{2015,2016,2014,2017}","{Sophomore,Junior,Freshman,Senior}","{26,16,27,14}","{Forward,Forward,Forward,Forward}","{6'2,6'3,6'2,6'3}","{175,188,175,188}","{https://goairforcefalcons.com/roster.aspx?rp_id=3414,https://goairforcefalcons.com/roster.aspx?rp_id=3368,https://goairforcefalcons.com/roster.aspx?rp_id=3455,https://goairforcefalcons.com/roster.aspx?rp_id=3326}"
John,Tilton,Arlington,WA,Arlington High School,,Air Force Academy,WAC,PUBLIC,0,0,48.166233,-122.114976,"{2009,2008,2010}","{Junior,Sophomore,Senior}","{6,11,6}","{Defender,Defender,Defender}","{6'1,6'1,6'1}","{170,172,170}","{https://goairforcefalcons.com/roster.aspx?rp_id=3566,https://goairforcefalcons.com/roster.aspx?rp_id=3594,https://goairforcefalcons.com/roster.aspx?rp_id=3539}"
