id,Roster_Year,Number,First_Name,Last_Name,Potential_Starts,GP,GS,Is_Starter,College
4199,2007,20,Kevin,Miller,20,13,6,N,Lafayette College
4200,2008,18,Kevin,Strunk,17,8,4,N,Lehigh University
4201,2009,4,Kevin,Strunk,18,18,18,Y,Lehigh University
4202,2010,4,Kevin,Strunk,18,18,18,Y,Lehigh University
4203,2011,4,Kevin,Strunk,18,18,18,Y,Lehigh University
4204,2012,0,Kevin,Motylewski,17,1,0,N,Lehigh University
4205,2013,0,Kevin,Motylewski,17,7,6,N,Lehigh University
4206,2014,16,Kevin,Klinkenberg,19,1,0,N,Lehigh University
4207,2015,16,Kevin,Klinkenberg,22,1,0,N,Lehigh University
4208,2016,18,Kevin,Klinkenberg,18,18,16,Y,Lehigh University
4209,2017,18,Kevin,Klinkenberg,19,15,3,N,Lehigh University
4210,2009,17,Kevin,Curran,22,22,21,Y,Loyola University Maryland
4211,2010,17,Kevin,Curran,18,18,18,Y,Loyola University Maryland
4212,2011,17,Kevin,Curran,18,18,18,Y,Loyola University Maryland
4213,2012,17,Kevin,Curran,20,20,20,Y,Loyola University Maryland
4214,2008,5,Kevin,Rodrigo,18,11,0,N,Naval Academy
4215,2015,14,Kevin,Carvalho,17,14,3,N,Northeastern University
4216,2016,10,Kevin,Carvalho,17,17,2,N,Northeastern University
4217,2017,10,Kevin,Carvalho,18,6,2,N,Northeastern University
4218,2008,9,Kevin,Valenta,23,21,1,N,Northwestern University
4219,2009,9,Kevin,Valenta,20,20,1,N,Northwestern University
4220,2017,6,Kevin,O'Toole,17,13,12,Y,Princeton University
4221,2015,30,Kevin,Meinecke,22,14,0,N,SMU
4222,2008,18,Kevin,Chan-Yu-Tin,17,8,1,N,Syracuse University
4223,2009,13,Kevin,Chan-Yu-Tin,18,11,6,N,Syracuse University
4224,2008,18,Kevin,Garcia,19,19,16,Y,Villanova University
4225,2009,6,Kevin,Garcia,19,19,19,Y,Villanova University
4226,2010,6,Kevin,Garcia,19,19,18,Y,Villanova University
4227,2011,6,Kevin,Garcia,21,20,20,Y,Villanova University
4228,2012,16,Kevin,Hady,21,15,1,N,Wofford College
4229,2013,16,Kevin,Hady,19,18,14,Y,Wofford College
4230,2014,16,Kevin,Hady,18,18,18,Y,Wofford College
4231,2015,16,Kevin,Hady,18,18,14,Y,Wofford College
4232,2016,7,Kevin,Davidsson,19,19,18,Y,Wofford College
4233,2017,7,Kevin,Davidsson,19,19,19,Y,Wofford College
4234,2009,18,Kevin,Peterson,17,8,0,N,Yale University
4235,2009,5,Kevin,Pope,17,14,5,N,Yale University
4236,2010,9,Kevin,Peterson,17,10,4,N,Yale University
4237,2011,10,Kevin,Peterson,17,5,1,N,Yale University
4238,2011,18,Kevin,Michalak,17,14,3,N,Yale University
4239,2012,3,Kevin,Michalak,17,17,8,N,Yale University
4240,2013,3,Kevin,Michalak,17,5,2,N,Yale University
4241,2018,7,Kevin,Lingard,22,14,0,N,Furman University
4242,2018,6,Kevin,O'Toole,18,14,10,Y,Princeton University
4243,2018,23,Kevin,Gulizio,17,16,1,N,Bucknell University
4244,2018,10,Kevin,Carvalho,16,1,0,N,Northeastern University
4245,2014,4,Kevon,Black,19,19,18,Y,Duke University
4246,2015,4,Kevon,Black,19,8,3,N,Duke University
4247,2016,4,Kevon,Black,17,12,10,Y,Duke University
4248,2017,4,Kevon,Black,20,12,9,N,Duke University
4249,2015,9,Khesanio,Hall,17,14,14,Y,Northeastern University
4250,2016,9,Khesanio,Hall,17,11,9,Y,Northeastern University
4251,2015,8,Khori,Bennett,17,14,6,N,Northeastern University
4252,2016,8,Khori,Bennett,17,15,12,Y,Northeastern University
4253,2017,9,Khori,Bennett,18,15,9,Y,Northeastern University
4254,2015,21,Kian,Zapata,17,6,2,N,Villanova University
4255,2016,21,Kian,Zapata,21,4,3,N,Villanova University
4256,2018,5,Kian,Alberto,23,23,11,N,Colgate University
4257,2018,21,Kian,Zapata,17,17,2,N,Villanova University
4258,2013,22,Kibundila,Mbaluku,20,16,1,N,American University
4259,2015,22,Kibundila,Mbaluku,22,18,9,N,American University
4260,2016,22,Kibundila,Mbaluku,21,20,16,Y,American University
4261,2008,2,Kieran,Sexton,18,16,2,N,Naval Academy
4262,2016,2,Klint,Parker,22,22,16,Y,Air Force Academy
4263,2017,2,Klint,Parker,20,20,18,Y,Air Force Academy
4264,2018,2,Klint,Parker,22,22,22,Y,Air Force Academy
4265,2018,16,Knut,Ahlander,18,17,15,Y,SMU
4266,2018,2,Koby,Carr,21,12,0,N,Wake Forest University
4267,2011,7,Kofi,Agyapong,17,16,5,N,Columbia University
4268,2006,19,Konrad,Stefanek,20,10,1,N,Northeastern University
4269,2007,19,Konrad,Stefanek,19,15,0,N,Northeastern University
4270,2008,19,Konrad,Stefanek,21,2,0,N,Northeastern University
4271,2009,19,Konrad,Stefanek,19,5,1,N,Northeastern University
4272,2010,20,Konrad,Andersson,17,10,4,N,Syracuse University
4273,2014,15,Korab,Syla,21,21,5,N,Syracuse University
4274,2015,15,Korab,Syla,25,20,16,Y,Syracuse University
4275,2015,17,Korede,Olagbegi,17,1,0,N,College of William & Mary
4276,2017,13,Kota,Sakurai,17,15,9,Y,Dartmouth College
4277,2018,13,Kota,Sakurai,17,16,12,Y,Dartmouth College
4278,2006,4,Kregory,Hefner,17,16,14,Y,College of the Holy Cross
4279,2007,12,Kregory,Hefner,18,18,18,Y,College of the Holy Cross
4280,2008,5,Kregory,Hefner,19,16,16,Y,College of the Holy Cross
4281,2008,31,Kris,French,17,1,0,N,Army West Point
4282,2008,16,Kristofer,Hartvigsen,17,2,0,N,Army West Point
4283,2009,31,Kris,French,16,1,0,N,Army West Point
4284,2010,15,Kris,French,17,11,5,N,Army West Point
4285,2011,15,Kris,French,18,5,1,N,Army West Point
4286,2006,13,Kris,Huff,16,13,8,Y,Naval Academy
4287,2006,1,Kris,Rake,19,8,8,N,College of William & Mary
4288,2017,4,Kristinn,Sigurjonsson,19,13,4,N,Wofford College
4289,2017,14,Kristofer,Gardarsson,20,18,4,N,Duke University
4290,2018,14,Kristofer,Gardarsson,20,17,6,N,Duke University
4291,2018,77,Kristofer,Konradsson,16,15,13,Y,Boston College
4292,2015,21,Kurt,Gerteisen,22,1,0,N,SMU
4293,2006,11,Kurt,Martin,23,23,1,N,University of Notre Dame
4294,2007,11,Kurt,Martin,24,22,21,Y,University of Notre Dame
4295,2006,19,Kwaku,Nyamekye,19,19,19,Y,Harvard University
4296,2007,19,Kwaku,Nyamekye,18,18,18,Y,Harvard University
4297,2008,19,Kwaku,Nyamekye,18,18,16,Y,Harvard University
4298,2009,19,Kwaku,Nyamekye,19,19,19,Y,Harvard University
4299,2008,21,Kwasi,Ayisi,20,10,3,N,Duke University
4300,2009,21,Kwasi,Ayisi,21,4,0,N,Duke University
4301,2012,13,Kye,West,20,9,0,N,Villanova University
4302,2013,11,Kye,West,18,3,0,N,Villanova University
4303,2011,13,Kyle,Golonski,18,17,7,N,Army West Point
4304,2012,13,Kyle,Golonski,17,16,10,Y,Army West Point
4305,2013,25,Kyle,Reilly,20,2,0,N,Colgate University
4306,2014,25,Kyle,Reilly,18,11,6,N,Colgate University
4307,2011,18,Kyle,Parsons,16,16,15,Y,Cornell University
4308,2008,9,Kyle,Bethel,20,11,9,N,Duke University
4309,2014,26,Kyle,McLagan,22,22,14,Y,Furman University
4310,2015,26,Kyle,McLagan,19,15,14,Y,Furman University
4311,2016,26,Kyle,McLagan,18,17,16,Y,Furman University
4312,2017,26,Kyle,McLagan,20,19,19,Y,Furman University
4313,2015,15,Kyle,Zajec,21,4,1,N,Georgetown University
4314,2016,15,Kyle,Zajec,17,17,17,Y,Georgetown University
4315,2017,15,Kyle,Zajec,20,20,20,Y,Georgetown University
4316,2010,14,Kyle,Henderson,17,17,1,N,Harvard University
4317,2012,10,Kyle,Henderson,17,16,15,Y,Harvard University
4318,2016,0,Kyle,Parks,15,15,15,Y,Harvard University
4319,2017,0,Kyle,Parks,16,14,14,Y,Harvard University
4320,2007,9,Kyle,Miller,18,17,17,Y,College of the Holy Cross
4321,2008,9,Kyle,Miller,19,19,19,Y,College of the Holy Cross
4322,2009,9,Kyle,Miller,16,16,15,Y,College of the Holy Cross
4323,2010,9,Kyle,Miller,18,16,16,Y,College of the Holy Cross
4324,2009,20,Kyle,Scharfenberg,19,12,7,N,Lafayette College
4325,2010,2,Kyle,Scharfenberg,18,15,11,Y,Lafayette College
4326,2011,2,Kyle,Scharfenberg,18,17,14,Y,Lafayette College
4327,2012,2,Kyle,Scharfenberg,21,21,17,Y,Lafayette College
4328,2015,7,Kyle,Petitt,18,5,0,N,Lafayette College
4329,2017,13,Kyle,Robbins,18,10,3,N,Lafayette College
4330,2006,13,Kyle,Evans,20,19,12,Y,Lehigh University
4331,2006,1,Kyle,Grzeszczak,20,2,0,N,Lehigh University
4332,2007,13,Kyle,Evans,17,17,17,Y,Lehigh University
4333,2008,13,Kyle,Evans,17,14,13,Y,Lehigh University
4334,2010,8,Kyle,Lucas,18,5,0,N,Lehigh University
4335,2011,8,Kyle,Lucas,18,16,0,N,Lehigh University
4336,2012,8,Kyle,Lucas,17,17,6,N,Lehigh University
4337,2012,3,Kyle,Chin,17,14,8,N,Lehigh University
4338,2013,8,Kyle,Lucas,17,8,5,N,Lehigh University
4339,2013,18,Kyle,Chin,17,14,7,N,Lehigh University
4340,2014,18,Kyle,Chin,19,12,7,N,Lehigh University
4341,2015,18,Kyle,Chin,22,6,1,N,Lehigh University
4342,2008,0,Kyle,Wittman,21,2,0,N,Loyola University Maryland
4343,2009,1,Kyle,Wittman,22,20,20,Y,Loyola University Maryland
4344,2009,1,Kyle,Wittman,22,20,20,Y,Loyola University Maryland
4345,2010,1,Kyle,Wittman,18,16,16,Y,Loyola University Maryland
4346,2011,1,Kyle,Wittman,18,18,18,Y,Loyola University Maryland
4347,2006,25,Kyle,Behbehani,16,1,0,N,Naval Academy
4348,2007,8,Kyle,Monbleau,17,13,0,N,Naval Academy
4349,2007,25,Kyle,Behbehani,17,2,0,N,Naval Academy
4350,2008,8,Kyle,Monbleau,18,18,9,Y,Naval Academy
4351,2008,6,Kyle,Behbehani,18,15,5,N,Naval Academy
4352,2009,6,Kyle,Behbehani,19,15,6,N,Naval Academy
4353,2006,2,Kyle,Nasman,20,18,6,N,Northeastern University
4354,2007,25,Kyle,Zinter,19,1,0,N,Northeastern University
4355,2009,19,Kyle,Schickel,20,19,14,Y,Northwestern University
4356,2010,19,Kyle,Schickel,18,17,9,Y,Northwestern University
4357,2011,19,Kyle,Schickel,21,21,20,Y,Northwestern University
4358,2012,19,Kyle,Schickel,22,20,18,Y,Northwestern University
4359,2007,5,Kyle,McHugh,17,17,17,Y,Princeton University
4360,2006,5,Kyle,Hall,16,16,16,Y,Syracuse University
4361,2007,5,Kyle,Hall,18,18,15,Y,Syracuse University
4362,2008,10,Kyle,Hall,17,17,14,Y,Syracuse University
4363,2016,15,Kyle,Gurrieri,20,6,1,N,Syracuse University
4364,2006,4,Kyle,Dulworth,23,4,0,N,University of Notre Dame
4365,2007,4,Kyle,Dulworth,24,20,0,N,University of Notre Dame
4366,2007,9,Kyle,Dagan,24,16,10,N,University of Notre Dame
4367,2008,9,Kyle,Dagan,21,7,1,N,University of Notre Dame
4368,2010,18,Kyle,Richard,20,15,0,N,University of Notre Dame
4369,2011,16,Kyle,Richard,18,11,8,N,University of Notre Dame
4370,2012,16,Kyle,Richard,22,22,13,Y,University of Notre Dame
4371,2013,19,Kyle,Craft,24,1,0,N,University of Notre Dame
4372,2015,12,Kyle,Dedrick,22,3,0,N,University of Notre Dame
4373,2016,12,Kyle,Dedrick,21,2,0,N,University of Notre Dame
4374,2009,5,Kyle,Soroka,19,19,15,Y,Villanova University
4375,2009,7,Kyle,McCarthy,19,19,19,Y,Villanova University
4376,2010,5,Kyle,Soroka,19,19,18,Y,Villanova University
4377,2010,7,Kyle,McCarthy,19,19,19,Y,Villanova University
4378,2011,5,Kyle,Soroka,21,19,19,Y,Villanova University
4379,2011,7,Kyle,McCarthy,21,21,21,Y,Villanova University
4380,2012,5,Kyle,Soroka,20,18,18,Y,Villanova University
4381,2012,7,Kyle,McCarthy,20,20,20,Y,Villanova University
4382,2015,6,Kyle,Nelson,18,18,18,Y,Wofford College
4383,2016,6,Kyle,Nelson,19,19,19,Y,Wofford College
4384,2017,6,Kyle,Nelson,19,19,17,Y,Wofford College
4385,2015,24,Kyle,Kenagy,17,14,12,Y,Yale University
4386,2016,11,Kyle,Kenagy,16,15,13,Y,Yale University
4387,2017,11,Kyle,Kenagy,16,13,13,Y,Yale University
4388,2018,11,Kyle,Kenagy,16,15,14,Y,Yale University
4389,2018,25,Kyle,Walsh,17,4,0,N,Cornell University
4390,2018,15,Kyle,Zajec,21,21,21,Y,Georgetown University
4391,2018,3,Kyle,Holcomb,21,15,7,N,Wake Forest University
4392,2018,20,Kyle,McCurley,21,5,0,N,Wake Forest University
4393,2018,6,Kyle,Nelson,17,17,17,Y,Wofford College
4394,2018,12,Kynan,Rocks,16,15,11,Y,Columbia University
4395,2009,15,L.J.,Papaleo,18,14,0,N,Syracuse University
4396,2010,15,L.J.,Papaleo,17,12,1,N,Syracuse University
4397,2011,15,L.J.,Papaleo,16,2,0,N,Syracuse University
4398,2018,18,Landen,Haig,21,6,0,N,Wake Forest University
4399,2016,5,Landon,Renner,19,5,0,N,Wofford College
4400,2017,5,Landon,Renner,19,3,0,N,Wofford College
4401,2018,5,Landon,Renner,17,1,0,N,Wofford College
4402,2018,25,Lane,Warrington,18,18,14,Y,SMU
4403,2006,11,Larry,Mark,19,19,18,Y,American University
4404,2007,4,Larry,Silvi,17,14,7,N,Lehigh University
4405,2008,9,Larry,Silvi,17,11,0,N,Lehigh University
4406,2012,19,Larry,Ndjock,20,19,18,Y,Loyola University Maryland
4407,2013,8,Larry,Ndjock,17,14,14,Y,Loyola University Maryland
4408,2006,17,Lars,Okland,20,20,20,Y,Northeastern University
4409,2007,7,Lars,Okland,19,19,19,Y,Northeastern University
4410,2008,7,Lars,Okland,21,21,21,Y,Northeastern University
4411,2009,7,Lars,Okland,19,19,19,Y,Northeastern University
4412,2011,11,Lars,Muller,16,12,7,N,Syracuse University
4413,2012,11,Lars,Muller,21,18,11,Y,Syracuse University
4414,2016,15,Lasse,Lehmann,21,19,17,Y,Boston College
4415,2017,15,Lasse,Lehmann,17,15,9,Y,Boston College
4416,2018,15,Lasse,Lehmann,16,15,13,Y,Boston College
4417,2018,22,Lathan,Spadafora,22,4,0,N,Air Force Academy
4418,2017,8,Laurence,Wyke,20,18,18,Y,Furman University
4419,2010,27,Laurence,Braude,17,13,12,Y,Northeastern University
4420,2011,27,Laurence,Braude,19,18,16,Y,Northeastern University
4421,2012,2,Laurence,Braude,21,10,4,N,Northeastern University
4422,2013,2,Laurence,Braude,18,3,3,N,Northeastern University
4423,2018,8,Laurence,Wyke,22,21,21,Y,Furman University
4424,2013,23,Laurin,Vogel,17,17,11,Y,Loyola University Maryland
4425,2014,32,Laurin,Vogel,17,17,14,Y,Loyola University Maryland
4426,2015,32,Laurin,Vogel,17,17,16,Y,Loyola University Maryland
4427,2016,32,Laurin,Vogel,18,17,8,N,Loyola University Maryland
4428,2010,3,Layth,Masri,18,17,16,Y,Northwestern University
4429,2011,3,Layth,Masri,21,18,11,Y,Northwestern University
4430,2012,3,Layth,Masri,22,20,19,Y,Northwestern University
4431,2013,3,Layth,Masri,17,1,0,N,Northwestern University
4432,2014,3,Layth,Masri,19,1,0,N,Northwestern University
4433,2015,3,Layth,Masri,18,8,7,N,Northwestern University
4434,2017,15,Lee,Hogge,21,3,0,N,College of William & Mary
4435,2018,15,Lee,Hogge,18,6,0,N,College of William & Mary
4436,2009,20,Leighton,Welch,19,2,0,N,Harvard University
4437,2014,15,Len,Zeugner,16,14,14,Y,Boston College
4438,2015,5,Len,Zeugner,21,19,19,Y,Boston College
4439,2017,5,Len,Zeugner,17,5,3,N,Boston College
4440,2006,19,Len,Coleman,17,15,14,Y,Georgetown University
4441,2007,19,Len,Coleman,19,18,18,Y,Georgetown University
4442,2008,19,Len,Coleman,19,19,18,Y,Georgetown University
4443,2009,19,Len,Coleman,19,18,18,Y,Georgetown University
4444,2018,6,Len,Zeugner,18,15,15,Y,Syracuse University
4445,2015,20,Leo,Lehto,17,1,0,N,Northeastern University
4446,2011,9,Leon,Brown,18,18,17,Y,University of Notre Dame
4447,2012,9,Leon,Brown,22,21,21,Y,University of Notre Dame
4448,2013,9,Leon,Brown,24,24,3,N,University of Notre Dame
4449,2014,9,Leon,Brown,21,21,21,Y,University of Notre Dame
4450,2010,7,Lepe,Seetane,18,17,13,Y,Northwestern University
4451,2011,7,Lepe,Seetane,21,21,19,Y,Northwestern University
4452,2012,7,Lepe,Seetane,22,20,17,Y,Northwestern University
4453,2013,7,Lepe,Seetane,17,16,16,Y,Northwestern University
4454,2015,11,Lesley,Nchanji,22,1,1,N,SMU
4455,2009,25,Lester,Nare,18,13,7,N,Princeton University
4456,2010,25,Lester,Nare,18,18,17,Y,Princeton University
4457,2012,25,Lester,Nare,16,13,3,N,Princeton University
4458,2014,6,Levi,Levenfiche,17,13,1,N,University of Pennsylvania
4459,2016,2,Lewis,Mustoe,21,1,0,N,Boston College
4460,2011,28,Lewis,McLeod,22,18,1,N,Duke University
4461,2012,28,Lewis,Mcleod,18,4,2,N,Duke University
4462,2006,8,Lewis,Chaloner,19,19,15,Y,Furman University
4463,2007,8,Lewis,Chaloner,23,12,0,N,Furman University
4464,2008,8,Lewis,Chaloner,20,8,8,N,Furman University
4465,2014,17,Lewis,Hawke,22,22,20,Y,Furman University
4466,2015,7,Lewis,Hawke,19,18,17,Y,Furman University
4467,2016,7,Lewis,Hawke,18,17,17,Y,Furman University
4468,2007,15,Lewis,Ehrlich,19,16,5,N,Northeastern University
4469,2008,9,Lewis,Ehrlich,21,12,11,Y,Northeastern University
4470,2014,6,Lewis,Aird,20,15,14,Y,Northeastern University
4471,2015,6,Lewis,Aird,17,14,13,Y,Northeastern University
4472,2016,6,Lewis,Aird,17,15,11,Y,Northeastern University
4473,2017,6,Lewis,Aird,18,16,13,Y,Northeastern University
4474,2014,4,Liam,Robley,19,19,19,Y,American University
4475,2015,4,Liam,Robley,22,20,20,Y,American University
4476,2012,0,Liam,Stapleton,19,15,11,Y,Colgate University
4477,2013,1,Liam,Stapleton,20,8,6,N,Colgate University
4478,2014,5,Liam,Callahan,21,18,17,Y,Syracuse University
4479,2015,4,Liam,Callahan,25,24,24,Y,Syracuse University
4480,2016,4,Liam,Callahan,20,19,18,Y,Syracuse University
4481,2012,12,Liam,Callahan,20,3,3,N,Villanova University
4482,2013,12,Liam,Callahan,18,18,18,Y,Villanova University
4483,2017,33,Liam,Murphy,19,5,0,N,Wofford College
4484,2018,17,Liam,Butler,17,14,12,Y,College of the Holy Cross
4485,2018,33,Liam,Murphy,17,1,0,N,Wofford College
4486,2017,22,Logan,Panchot,23,23,23,Y,Stanford University
4487,2015,25,Logan,Jones,17,1,1,N,College of William & Mary
4488,2009,17,Logan,Threadgill,18,8,0,N,Wofford College
4489,2018,23,Logan,Sullivan,16,15,4,N,Yale University
4490,2018,17,Logan,Gdula,21,21,21,Y,Wake Forest University
4491,2018,22,Logan,Panchot,21,18,15,Y,Stanford University
4492,2014,28,Louis,Zingas,17,15,8,N,Brown University
4493,2015,28,Louis,Zingas,17,17,14,Y,Brown University
4494,2016,28,Louis,Zingas,17,17,17,Y,Brown University
4495,2017,28,Louis,Zingas,17,17,17,Y,Brown University
4496,2017,17,Louis,Evans,17,13,12,Y,Davidson College
4497,2011,7,Louis,Clark,16,12,11,Y,Syracuse University
4498,2012,7,Louis,Clark,21,21,21,Y,Syracuse University
4499,2014,13,Louis,Cross,21,8,5,N,Syracuse University
4500,2015,5,Louis,Cross,25,25,25,Y,Syracuse University
4501,2016,5,Louis,Cross,20,20,20,Y,Syracuse University
4502,2011,8,Louis,Schott,17,17,12,Y,University of Pennsylvania
4503,2012,8,Louis,Schott,16,14,14,Y,University of Pennsylvania
4504,2013,8,Louis,Schott,18,17,15,Y,University of Pennsylvania
4505,2014,8,Louis,Schott,17,16,16,Y,University of Pennsylvania
4506,2018,17,Louis,Evans,18,2,2,N,Davidson College
4507,2010,13,Loukas,Tasigianis,19,19,18,Y,University of Pennsylvania
4508,2011,20,Luc,Bruggeman,18,2,0,N,Lafayette College
4509,2012,9,Luc,Bruggeman,21,2,0,N,Lafayette College
4510,2018,5,Luca,Mellor,17,17,17,Y,Villanova University
4511,2006,9,Lucas,Dowiak,19,16,7,N,American University
4512,2014,28,Lucas,Belanger,19,4,3,N,American University
4513,2015,28,Lucas,Belanger,22,1,0,N,American University
4514,2016,1,Lucas,Belanger,21,21,21,Y,American University
4515,2012,17,Lucas,McBride,18,10,0,N,Boston University
4516,2013,17,Lucas,McBride,17,16,4,N,Boston University
4517,2014,17,Lucas,McBride,20,12,2,N,Boston University
4518,2015,17,Lucas,McBride,20,15,1,N,Boston University
4519,2017,27,Lucas,Lezcano,24,3,0,N,Colgate University
4520,2008,14,Lucas,Swertloff,23,4,1,N,Northwestern University
4521,2009,14,Lucas,Swertloff,20,15,7,N,Northwestern University
4522,2010,14,Lucas,Swertloff,18,11,4,N,Northwestern University
4523,2011,14,Lucas,Swertloff,21,4,0,N,Northwestern University
4524,2014,10,Lucas,Hodges,19,7,0,N,Villanova University
4525,2015,10,Lucas,Hodges,17,15,8,N,Villanova University
4526,2016,10,Lucas,Hodges,21,21,15,Y,Villanova University
4527,2016,11,Lucas,Altman,19,19,14,Y,Wofford College
4528,2017,11,Lucas,Altman,19,19,18,Y,Wofford College
4529,2014,2,Lucas,Janetos,17,12,7,N,Yale University
4530,2015,7,Lucas,Kirby,17,17,11,Y,Yale University
4531,2016,7,Lucas,Kirby,16,14,12,Y,Yale University
4532,2017,7,Lucas,Kirby,16,11,10,Y,Yale University
4533,2018,7,Lucas,Kirby,16,14,13,Y,Yale University
4534,2018,37,Lucas,Manso,18,16,16,Y,American University
4535,2018,27,Lucas,Lezcano,23,20,0,N,Colgate University
4536,2018,30,Lucas,Hauth,18,17,6,N,Davidson College
4537,2018,10,Lucas,Altman,17,17,17,Y,Wofford College
4538,2018,20,Lucho,Gazcon,16,2,0,N,Columbia University
4539,2008,17,Lucky,Mkosana,19,18,17,Y,Dartmouth College
4540,2009,17,Lucky,Mkosana,18,18,15,Y,Dartmouth College
4541,2010,17,Lucky,Mkosana,20,20,20,Y,Dartmouth College
4542,2011,17,Lucky,Mkosana,18,17,16,Y,Dartmouth College
4543,2016,6,Luis,Martinez,22,21,18,Y,Air Force Academy
4544,2017,6,Luis,Martinez,20,18,18,Y,Air Force Academy
4545,2008,99,Luis,Martinez,19,18,5,N,American University
4546,2009,99,Luis,Martinez,19,8,5,N,American University
4547,2012,10,Luis,Rendon,18,15,5,N,Duke University
4548,2013,10,Luis,Rendon,19,19,5,N,Duke University
4549,2014,10,Luis,Rendon,19,6,0,N,Duke University
4550,2015,10,Luis,Rendon,19,10,0,N,Duke University
4551,2006,23,Luis,Martinez,16,16,15,Y,Syracuse University
4552,2007,10,Luis,Martinez,18,18,16,Y,Syracuse University
4553,2018,6,Luis,Martinez,22,22,22,Y,Air Force Academy
4554,2016,5,Luka,Milidragovic,18,13,12,Y,College of the Holy Cross
4555,2017,5,Luka,Milidragovic,20,13,9,N,College of the Holy Cross
4556,2014,23,Luka,Martinovic,17,17,16,Y,University of Pennsylvania
4557,2015,3,Luka,Martinovic,16,14,6,N,University of Pennsylvania
4558,2018,5,Luka,Milidragovic,17,16,10,Y,College of the Holy Cross
4559,2017,16,Lukas,Rubio,18,9,0,N,Syracuse University
